timestamp,interface,control_scheme,capacity,throughput,goodput,latency_99,latency_95,latency_median,filename,INTERCEPT,BREAKWATERD_LOAD_SHEDDING,RATE_LIMITING,BREAKWATER_B,BREAKWATER_CLIENT_EXPIRATION,BREAKWATER_RTT,DAGOR_ADMISSION_LEVEL_UPDATE_INTERVAL,DAGOR_UMAX,BREAKWATER_TRACK_CREDIT,LAZY_UPDATE,PRICE_STEP,CHARON_TRACK_PRICE,BREAKWATER_A,TOKEN_UPDATE_RATE,BREAKWATERD_CLIENT_EXPIRATION,BREAKWATERD_B,DAGOR_ALPHA,BREAKWATER_SLO,BREAKWATER_LOAD_SHEDDING,LATENCY_THRESHOLD,PRICE_STRATEGY,PRICE_UPDATE_RATE,DAGOR_QUEUING_THRESHOLD,LOAD_SHEDDING,BREAKWATERD_INITIAL_CREDIT,BREAKWATERD_A,BREAKWATER_INITIAL_CREDIT,BREAKWATERD_SLO,BREAKWATERD_RTT,DAGOR_BETA
0610_1942,motivate-set,dagor,24000,7940.009668821645,7819.805973052958,144.60496608000014,79.21488920000002,31.704439,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-dagor-parallel-capacity-24000-0610_1942.json,dagor,true,true,0.02,10ms,1000us,16214us,18,false,false,0,false,0.001,10ms,10ms,0.02,9.682615757193975,12500us,true,100us,step,10ms,138772us,true,400,0.001,400,12500us,1000us,0.9402725344777285
0610_1924,motivate-set,breakwater,18000,346.6468623629511,346.6468623629511,62.63824348000003,46.385431149999995,31.348459,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-breakwater-parallel-capacity-18000-0610_1924.json,breakwater,true,true,8.377796521051744,17us,29720us,10ms,20,false,false,0,false,1.8228921930051563,10ms,10ms,0.02,0.05,15185us,true,100us,step,10ms,2ms,true,400,0.001,1183,12500us,1000us,0.01
0613_0546,search-hotel,breakwater,18000,,,,,,/home/jiali/Sync/Git/protobuf/ghz-results/social-search-hotel-control-breakwater-parallel-capacity-18000-0613_0546.json,breakwater,true,true,6.52888132474254,83us,18426us,10ms,20,false,false,0,false,1.6702587871981698,10ms,10ms,0.02,0.05,101us,true,100us,step,10ms,2ms,true,400,0.001,1207,12500us,1000us,0.01
0613_0620,search-hotel,breakwaterd,18000,0.0,0.0,,,,/home/jiali/Sync/Git/protobuf/ghz-results/social-search-hotel-control-breakwaterd-parallel-capacity-18000-0613_0620.json,breakwaterd,true,true,10.0,1us,5601us,10ms,20,false,false,0,false,28.11743909803747,10ms,60926us,10.0,0.05,50000us,true,100us,step,10ms,2ms,true,1,2.0098796639072884,1,22255us,1000us,0.01
0610_2029,motivate-get,dagor,10000,8899.8525641595,8899.342087597981,20.806506319999986,12.943976549999999,5.690405999999999,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-dagor-parallel-capacity-10000-0610_2029.json,dagor,true,true,0.02,10ms,1000us,16214us,18,false,false,0,false,0.001,10ms,10ms,0.02,9.682615757193975,12500us,true,100us,step,10ms,138772us,true,400,0.001,400,12500us,1000us,0.9402725344777285
0610_1557,motivate-set,breakwater,30000,0.0,0.0,,,,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-breakwater-parallel-capacity-30000-0610_1557.json,breakwater,true,true,7.203244934421581,1us,12593us,10ms,20,false,false,0,false,12.51066014107722,10ms,10ms,0.02,0.05,4707us,true,100us,step,10ms,2ms,true,400,0.001,454,12500us,1000us,0.01
0611_1821,S_161142529,plain,150,145.3162334812503,145.3162334812503,68.39345511999998,67.34873055,65.7165095,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_161142529-control-plain-parallel-capacity-150-0611_1821.json,plain,true,true,0.02,10ms,1000us,10ms,20,false,false,0,false,0.001,10ms,10ms,0.02,0.05,12500us,true,100us,step,10ms,2ms,true,400,0.001,400,12500us,1000us,0.01
0611_0015,motivate-get,dagor,12000,10667.15886814509,10664.399432946288,21.87056869000003,15.126980549999997,6.424806,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-dagor-parallel-capacity-12000-0611_0015.json,dagor,true,true,0.02,10ms,1000us,16214us,18,false,false,0,false,0.001,10ms,10ms,0.02,9.682615757193975,12500us,true,100us,step,10ms,138772us,true,400,0.001,400,12500us,1000us,0.9402725344777285
0610_1452,motivate-set,charon,30000,15846.237073311842,5271.407048548397,954.5048864400001,804.1552952000002,223.6006,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-charon-parallel-capacity-30000-0610_1452.json,charon,true,true,0.02,10ms,1000us,10ms,20,false,true,219,false,0.001,43688us,10ms,0.02,0.05,12500us,true,1781us,linear,3852us,2ms,true,400,0.001,400,12500us,1000us,0.01
0610_2118,motivate-get,breakwater,20000,6813.019720149775,2555.4891364276436,1142.0759366499994,843.725459,67.02357900000001,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-breakwater-parallel-capacity-20000-0610_2118.json,breakwater,true,true,8.377796521051744,17us,29720us,10ms,20,false,false,0,false,1.8228921930051563,10ms,10ms,0.02,0.05,15185us,true,100us,step,10ms,2ms,true,400,0.001,1183,12500us,1000us,0.01
0611_2148,S_161142529,plain,1500,1494.1372133922946,1494.1372133922946,72.35940563,68.94963905,63.95512,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_161142529-control-plain-parallel-capacity-1500-0611_2148.json,plain,true,true,0.02,10ms,1000us,10ms,20,false,false,0,false,0.001,10ms,10ms,0.02,0.05,12500us,true,100us,step,10ms,2ms,true,400,0.001,400,12500us,1000us,0.01
0613_0620,search-hotel,breakwater,4000,2632.4976942196563,2569.134329291487,43.78625524999999,16.925288699999992,6.846741,/home/jiali/Sync/Git/protobuf/ghz-results/social-search-hotel-control-breakwater-parallel-capacity-4000-0613_0620.json,breakwater,true,true,0.25500104017669356,869us,5002us,10ms,20,false,false,0,false,12.9173644646232,10ms,10ms,0.02,0.05,1774us,true,100us,step,10ms,2ms,true,400,0.001,1,12500us,1000us,0.01
0611_0012,motivate-set,breakwater,30000,,,,,,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-breakwater-parallel-capacity-30000-0611_0012.json,breakwater,true,true,8.377796521051744,17us,29720us,10ms,20,false,false,0,false,1.8228921930051563,10ms,10ms,0.02,0.05,15185us,true,100us,step,10ms,2ms,true,400,0.001,1183,12500us,1000us,0.01
0610_2042,motivate-get,dagor,30000,4907.575374520052,3812.536931721066,393.2693753499928,80.8209925,22.3160655,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-dagor-parallel-capacity-30000-0610_2042.json,dagor,true,true,0.02,10ms,1000us,16214us,18,false,false,0,false,0.001,10ms,10ms,0.02,9.682615757193975,12500us,true,100us,step,10ms,138772us,true,400,0.001,400,12500us,1000us,0.9402725344777285
0613_0642,search-hotel,breakwaterd,13000,555.249772646093,0.0,1004.10981215,972.11904,607.9359139999999,/home/jiali/Sync/Git/protobuf/ghz-results/social-search-hotel-control-breakwaterd-parallel-capacity-13000-0613_0642.json,breakwaterd,true,true,8.946066635038473,426us,3396us,10ms,20,false,false,0,false,26.29167456888115,10ms,96210us,4.211076250050522,0.05,44028us,true,100us,step,10ms,2ms,true,2666,0.983468338330501,40,32086us,14145us,0.01
0610_2238,motivate-set,breakwaterd,14000,5344.046006851148,5340.500597604053,86.27623464999995,66.686523,35.0827485,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-breakwaterd-parallel-capacity-14000-0610_2238.json,breakwaterd,true,true,4.801880451158127,4665us,12881us,10ms,20,false,false,0,false,25.207288874023742,10ms,55235us,1.0586457982971709,0.05,22585us,true,100us,step,10ms,2ms,true,3726,8.065554750541684,949,58031us,7468us,0.01
0613_1111,search-hotel,charon,14000,2187.277355929993,1902.5864421088468,184.73484163999998,129.65855840000003,5.105369,/home/jiali/Sync/Git/protobuf/ghz-results/social-search-hotel-control-charon-parallel-capacity-14000-0613_1111.json,charon,true,true,0.02,10ms,1000us,10ms,20,false,true,400,false,0.001,46706us,10ms,0.02,0.05,12500us,true,1931us,linear,1370us,2ms,true,400,0.001,400,12500us,1000us,0.01
0610_2009,motivate-get,charon,22000,9116.019557368038,4135.33233722172,1901.4934924799898,840.3074325999999,45.019202,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-charon-parallel-capacity-22000-0610_2009.json,charon,true,true,0.02,10ms,1000us,10ms,20,false,true,334,false,0.001,70011us,10ms,0.02,0.05,12500us,true,6896us,linear,646us,2ms,true,400,0.001,400,12500us,1000us,0.01
0610_1453,motivate-set,dagor,30000,5904.5806703528715,5870.184855430283,113.92501824,82.88800464999998,54.0828315,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-dagor-parallel-capacity-30000-0610_1453.json,dagor,true,true,0.02,10ms,1000us,1000us,5,false,false,0,false,0.001,10ms,10ms,0.02,10.0,12500us,true,100us,step,10ms,167714us,true,400,0.001,400,12500us,1000us,0.0
0611_0029,motivate-get,breakwaterd,12000,10656.814069922459,10533.86729884007,41.883632869999985,25.155626949999995,7.9107585,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-breakwaterd-parallel-capacity-12000-0611_0029.json,breakwaterd,true,true,4.801880451158127,4665us,12881us,10ms,20,false,false,0,false,25.207288874023742,10ms,55235us,1.0586457982971709,0.05,22585us,true,100us,step,10ms,2ms,true,3726,8.065554750541684,949,58031us,7468us,0.01
0611_1526,S_149998854,plain,4500,2104.090142685641,1077.1070830391718,993.2078904,954.472615,567.6957915,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_149998854-control-plain-parallel-capacity-4500-0611_1526.json,plain,true,true,0.02,10ms,1000us,10ms,20,false,false,0,false,0.001,10ms,10ms,0.02,0.05,12500us,true,100us,step,10ms,2ms,true,400,0.001,400,12500us,1000us,0.01
0610_1418,motivate-set,dagor,30000,15361.394080019245,2164.442830963367,998.6053898399999,951.2677666,442.46509,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-dagor-parallel-capacity-30000-0610_1418.json,dagor,true,true,0.02,10ms,1000us,9224us,8,false,false,0,false,0.001,10ms,10ms,0.02,6.710939968065638,12500us,true,100us,step,10ms,175320us,true,400,0.001,400,12500us,1000us,2.8592419518073453
0610_1642,motivate-set,charon,30000,6044.680995871562,6044.27037967729,77.39221612999994,56.85236375,28.914327999999998,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-charon-parallel-capacity-30000-0610_1642.json,charon,true,true,0.02,10ms,1000us,10ms,20,false,true,209,false,0.001,71047us,10ms,0.02,0.05,12500us,true,450us,linear,21282us,2ms,true,400,0.001,400,12500us,1000us,0.01
0613_0714,search-hotel,charon,9000,8858.423089483258,7407.679651922673,49.985654420000294,32.9213001,14.861103,/home/jiali/Sync/Git/protobuf/ghz-results/social-search-hotel-control-charon-parallel-capacity-9000-0613_0714.json,charon,true,true,0.02,10ms,1000us,10ms,20,false,true,400,false,0.001,46706us,10ms,0.02,0.05,12500us,true,1931us,linear,1370us,2ms,true,400,0.001,400,12500us,1000us,0.01
0613_0711,search-hotel,dagor,18000,299.91226662850914,3.819880848624729,989.98137952,928.1435656,453.674762,/home/jiali/Sync/Git/protobuf/ghz-results/social-search-hotel-control-dagor-parallel-capacity-18000-0613_0711.json,dagor,true,true,0.02,10ms,1000us,15828us,8,false,false,0,false,0.001,10ms,10ms,0.02,9.486867824137592,12500us,true,100us,step,10ms,186638us,true,400,0.001,400,12500us,1000us,0.7021992452994396
0610_1609,motivate-set,charon,30000,13016.386901642412,13003.2591875909,95.10343035999996,67.68357249999998,35.542196,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-charon-parallel-capacity-30000-0610_1609.json,charon,true,true,0.02,10ms,1000us,10ms,20,false,true,351,false,0.001,63637us,10ms,0.02,0.05,12500us,true,2124us,linear,918us,2ms,true,400,0.001,400,12500us,1000us,0.01
0611_0322,S_102000854,breakwaterd,1000,274.3122742563635,274.3122742563635,46.191159680000005,45.0532634,43.161256,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_102000854-control-breakwaterd-parallel-capacity-1000-0611_0322.json,breakwaterd,true,true,9.999999999316541,1us,16533us,10ms,20,false,false,0,false,0.0,10ms,63987us,6.821227047971101e-10,0.05,32881us,true,100us,step,10ms,2ms,true,5000,3.0988173967045998,1000,36693us,1000us,0.01
0610_2059,motivate-get,charon,12000,10586.519368132347,10576.696191452078,28.164856490000005,19.202945549999985,6.6855720000000005,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-charon-parallel-capacity-12000-0610_2059.json,charon,true,true,0.02,10ms,1000us,10ms,20,false,true,334,false,0.001,70011us,10ms,0.02,0.05,12500us,true,6896us,linear,646us,2ms,true,400,0.001,400,12500us,1000us,0.01
0613_1059,search-hotel,charon,9000,8918.674160109062,8097.110491719195,36.53679560000003,27.862735999999998,12.84264,/home/jiali/Sync/Git/protobuf/ghz-results/social-search-hotel-control-charon-parallel-capacity-9000-0613_1059.json,charon,true,true,0.02,10ms,1000us,10ms,20,false,true,400,false,0.001,46706us,10ms,0.02,0.05,12500us,true,1931us,linear,1370us,2ms,true,400,0.001,400,12500us,1000us,0.01
0610_1819,motivate-set,charon,26000,2246.612479831673,2246.612479831673,40.96975659999997,33.697221199999994,25.000986,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-charon-parallel-capacity-26000-0610_1819.json,charon,true,true,0.02,10ms,1000us,10ms,20,false,true,334,false,0.001,70011us,10ms,0.02,0.05,12500us,true,6896us,linear,646us,2ms,true,400,0.001,400,12500us,1000us,0.01
0613_0821,search-hotel,breakwaterd,2000,1027.0454615275846,1027.0454615275846,13.009799599999987,11.014529,7.967868,/home/jiali/Sync/Git/protobuf/ghz-results/social-search-hotel-control-breakwaterd-parallel-capacity-2000-0613_0821.json,breakwaterd,true,true,8.946066635038473,426us,3396us,10ms,20,false,false,0,false,26.29167456888115,10ms,96210us,4.211076250050522,0.05,44028us,true,100us,step,10ms,2ms,true,2666,0.983468338330501,40,32086us,14145us,0.01
0610_1809,motivate-get,charon,10000,8855.394540454276,8855.394540454276,18.778938519999997,11.943674049999993,5.59055,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-charon-parallel-capacity-10000-0610_1809.json,charon,true,true,0.02,10ms,1000us,10ms,20,false,true,334,false,0.001,70011us,10ms,0.02,0.05,12500us,true,6896us,linear,646us,2ms,true,400,0.001,400,12500us,1000us,0.01
0611_2138,S_149998854,plain,2500,818.7061794138037,815.4520018914627,431.1526155500002,176.78120475,116.1806565,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_149998854-control-plain-parallel-capacity-2500-0611_2138.json,plain,true,true,0.02,10ms,1000us,10ms,20,false,false,0,false,0.001,10ms,10ms,0.02,0.05,12500us,true,100us,step,10ms,2ms,true,400,0.001,400,12500us,1000us,0.01
0610_1747,motivate-set,breakwater,30000,18993.674014409036,13943.438546657295,927.97260772,713.7949231999999,75.253428,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-breakwater-parallel-capacity-30000-0610_1747.json,breakwater,true,true,0.1,0us,17368us,10ms,20,false,false,0,false,3.0,10ms,10ms,0.02,0.05,20000us,true,100us,step,10ms,2ms,true,400,0.001,200,12500us,1000us,0.01
0610_1815,motivate-set,charon,20000,7172.964047420677,7172.45793966163,68.63990115999992,50.831012199999996,29.2435045,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-charon-parallel-capacity-20000-0610_1815.json,charon,true,true,0.02,10ms,1000us,10ms,20,false,true,334,false,0.001,70011us,10ms,0.02,0.05,12500us,true,6896us,linear,646us,2ms,true,400,0.001,400,12500us,1000us,0.01
0613_1050,search-hotel,dagor,7000,488.7523228949062,488.7523228949062,14.115629550000003,11.435980749999999,7.8395925,/home/jiali/Sync/Git/protobuf/ghz-results/social-search-hotel-control-dagor-parallel-capacity-7000-0613_1050.json,dagor,true,true,0.02,10ms,1000us,6505us,5,false,false,0,false,0.001,10ms,10ms,0.02,9.163318105493886,12500us,true,100us,step,10ms,95360us,true,400,0.001,400,12500us,1000us,0.1787893670277385
0610_1202,motivate-set,breakwaterd,12000,4354.455777032108,4354.455777032108,46.16768227999998,37.53254299999999,25.7086185,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-breakwaterd-parallel-capacity-12000-0610_1202.json,breakwaterd,true,true,9.873027806416664,4947us,18100us,10ms,20,false,false,0,false,8.52203709658313,10ms,45230us,7.16324267765976,0.05,23536us,true,100us,step,10ms,2ms,true,1415,9.892631925098605,270,11335us,16898us,0.01
0611_1443,S_161142529,plain,4000,3843.7734980319583,888.3470690152616,954.4939342700003,844.5286342999998,486.244888,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_161142529-control-plain-parallel-capacity-4000-0611_1443.json,plain,true,true,0.02,10ms,1000us,10ms,20,false,false,0,false,0.001,10ms,10ms,0.02,0.05,12500us,true,100us,step,10ms,2ms,true,400,0.001,400,12500us,1000us,0.01
0610_2335,motivate-set,breakwaterd,16000,5547.501109520423,5493.767394017821,129.3158096399997,99.58105395,45.914793,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-breakwaterd-parallel-capacity-16000-0610_2335.json,breakwaterd,true,true,4.801880451158127,4665us,12881us,10ms,20,false,false,0,false,25.207288874023742,10ms,55235us,1.0586457982971709,0.05,22585us,true,100us,step,10ms,2ms,true,3726,8.065554750541684,949,58031us,7468us,0.01
0610_2104,motivate-get,charon,20000,6425.862677070872,6411.456287745251,25.109936429999983,16.230978899999993,6.6208555,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-charon-parallel-capacity-20000-0610_2104.json,charon,true,true,0.02,10ms,1000us,10ms,20,false,true,334,false,0.001,70011us,10ms,0.02,0.05,12500us,true,6896us,linear,646us,2ms,true,400,0.001,400,12500us,1000us,0.01
0610_2108,motivate-get,charon,26000,6404.035434904947,3859.1548245957297,2222.6318203899996,784.8380485,28.073067,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-charon-parallel-capacity-26000-0610_2108.json,charon,true,true,0.02,10ms,1000us,10ms,20,false,true,334,false,0.001,70011us,10ms,0.02,0.05,12500us,true,6896us,linear,646us,2ms,true,400,0.001,400,12500us,1000us,0.01
0613_0630,search-hotel,breakwater,10000,3720.540328646511,0.0,991.31144672,966.2364649,667.976629,/home/jiali/Sync/Git/protobuf/ghz-results/social-search-hotel-control-breakwater-parallel-capacity-10000-0613_0630.json,breakwater,true,true,0.25500104017669356,869us,5002us,10ms,20,false,false,0,false,12.9173644646232,10ms,10ms,0.02,0.05,1774us,true,100us,step,10ms,2ms,true,400,0.001,1,12500us,1000us,0.01
0610_1710,motivate-set,breakwater,30000,5496.16357548467,4088.3374794008673,273.6108091399998,177.91055754999996,94.267417,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-breakwater-parallel-capacity-30000-0610_1710.json,breakwater,true,true,4.268965487550016,957us,21064us,10ms,20,false,false,0,false,0.3852058181158453,10ms,10ms,0.02,0.05,6378us,true,100us,step,10ms,2ms,true,400,0.001,893,12500us,1000us,0.01
0610_2234,motivate-get,dagor,30000,9059.826564252098,2516.721810135308,4077.010312150016,888.6660408,85.1745355,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-dagor-parallel-capacity-30000-0610_2234.json,dagor,true,true,0.02,10ms,1000us,16214us,18,false,false,0,false,0.001,10ms,10ms,0.02,9.682615757193975,12500us,true,100us,step,10ms,138772us,true,400,0.001,400,12500us,1000us,0.9402725344777285
0613_1013,search-hotel,dagor,13000,,,,,,/home/jiali/Sync/Git/protobuf/ghz-results/social-search-hotel-control-dagor-parallel-capacity-13000-0613_1013.json,dagor,true,true,0.02,10ms,1000us,6505us,5,false,false,0,false,0.001,10ms,10ms,0.02,9.163318105493886,12500us,true,100us,step,10ms,95360us,true,400,0.001,400,12500us,1000us,0.1787893670277385
0610_1833,motivate-get,breakwater,26000,,,,,,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-breakwater-parallel-capacity-26000-0610_1833.json,breakwater,true,true,8.377796521051744,17us,29720us,10ms,20,false,false,0,false,1.8228921930051563,10ms,10ms,0.02,0.05,15185us,true,100us,step,10ms,2ms,true,400,0.001,1183,12500us,1000us,0.01
0613_0853,search-hotel,breakwater,12000,0.0,0.0,,,,/home/jiali/Sync/Git/protobuf/ghz-results/social-search-hotel-control-breakwater-parallel-capacity-12000-0613_0853.json,breakwater,true,true,0.25500104017669356,869us,5002us,10ms,20,false,false,0,false,12.9173644646232,10ms,10ms,0.02,0.05,1774us,true,100us,step,10ms,2ms,true,400,0.001,1,12500us,1000us,0.01
0611_0044,S_161142529,breakwaterd,1000,711.3289640860622,711.3289640860622,74.22608928999999,72.6166835,69.83537000000001,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_161142529-control-breakwaterd-parallel-capacity-1000-0611_0044.json,breakwaterd,true,true,8.958862181960669,2141us,13268us,10ms,20,false,false,0,false,8.097836752950782,10ms,50492us,9.494892587070712,0.05,34867us,true,100us,step,10ms,2ms,true,2892,1.1474597295337519,385,26591us,8754us,0.01
0613_0716,search-hotel,charon,10000,9718.707853400061,6615.289355088605,43.531240299999986,36.3375485,20.412373,/home/jiali/Sync/Git/protobuf/ghz-results/social-search-hotel-control-charon-parallel-capacity-10000-0613_0716.json,charon,true,true,0.02,10ms,1000us,10ms,20,false,true,400,false,0.001,46706us,10ms,0.02,0.05,12500us,true,1931us,linear,1370us,2ms,true,400,0.001,400,12500us,1000us,0.01
