timestamp,interface,control_scheme,capacity,throughput,goodput,latency_99,latency_95,latency_median,filename,PRICE_STEP,BREAKWATERD_RTT,BREAKWATER_LOAD_SHEDDING,LOAD_SHEDDING,LAZY_UPDATE,PRICE_STRATEGY,DAGOR_ADMISSION_LEVEL_UPDATE_INTERVAL,BREAKWATERD_B,BREAKWATER_CLIENT_EXPIRATION,LATENCY_THRESHOLD,BREAKWATERD_CLIENT_EXPIRATION,BREAKWATERD_A,TOKEN_UPDATE_RATE,DAGOR_QUEUING_THRESHOLD,BREAKWATERD_INITIAL_CREDIT,BREAKWATER_B,BREAKWATERD_SLO,CHARON_TRACK_PRICE,BREAKWATER_INITIAL_CREDIT,DAGOR_BETA,BREAKWATER_TRACK_CREDIT,INTERCEPT,BREAKWATERD_LOAD_SHEDDING,DAGOR_ALPHA,PRICE_UPDATE_RATE,BREAKWATER_SLO,BREAKWATER_A,RATE_LIMITING,DAGOR_UMAX,BREAKWATER_RTT,interfaces,total_goodput,total_throughput
0620_0457,search-hotel,breakwater,8000,3971.043434847728,167.5486769845232,986.0245718,953.6023352,584.663488,/home/jiali/Sync/Git/protobuf/ghz-results/social-search-hotel-control-breakwater-parallel-capacity-8000-0620_0457.json,0,1000us,True,True,False,step,10ms,0.02,500us,100us,10ms,0.001,10ms,2ms,400,0.001,12500us,False,100,0.01,False,breakwater,True,0.05,10ms,1000us,0.001,True,20,5000us,"('search-hotel',)",167.5486769845232,3971.043434847728
0620_0507,compose,breakwater,18000,9369.79064563364,2473.020082069105,139.0618123999999,88.1554869,37.114331,/home/jiali/Sync/Git/protobuf/ghz-results/social-compose-control-breakwater-parallel-capacity-18000-0620_0507.json,0,1000us,True,True,False,step,10ms,0.02,211us,100us,10ms,0.001,10ms,2ms,400,2.09,12500us,False,1093,0.01,False,breakwater,True,0.05,10ms,1721us,2.29,True,20,700us,"('compose',)",2473.020082069105,9369.79064563364
0620_0508,compose,charon,1000,1208.246798647309,911.069149052732,998.54865012,985.4464998,7.684921,/home/jiali/Sync/Git/protobuf/ghz-results/social-compose-control-charon-parallel-capacity-1000-0620_0508.json,150,1000us,True,True,True,linear,10ms,0.02,10ms,894us,10ms,0.001,92758us,2ms,400,0.02,12500us,False,400,0.01,False,charon,True,0.05,8780us,12500us,0.001,True,20,1000us,"('compose',)",911.069149052732,1208.246798647309
0620_0510,compose,breakwater,18000,0.0,0.0,,,,/home/jiali/Sync/Git/protobuf/ghz-results/social-compose-control-breakwater-parallel-capacity-18000-0620_0510.json,0,1000us,True,True,False,step,10ms,0.02,0us,100us,10ms,0.001,10ms,2ms,400,4.644127951696978,12500us,False,464,0.01,False,breakwater,True,0.05,10ms,1000us,2.821688735888789,True,20,500us,"('compose',)",0.0,0.0
0620_0510,compose,charon,2000,2128.969309953317,1710.1048112741362,804.4698697199999,783.8330629999999,7.635268,/home/jiali/Sync/Git/protobuf/ghz-results/social-compose-control-charon-parallel-capacity-2000-0620_0510.json,150,1000us,True,True,True,linear,10ms,0.02,10ms,894us,10ms,0.001,92758us,2ms,400,0.02,12500us,False,400,0.01,False,charon,True,0.05,8780us,12500us,0.001,True,20,1000us,"('compose',)",1710.1048112741362,2128.969309953317
0620_0511,search-hotel,breakwater,8000,1589.6547522165458,79.80932307610034,1000.8167615,996.6794925,589.9095554999999,/home/jiali/Sync/Git/protobuf/ghz-results/social-search-hotel-control-breakwater-parallel-capacity-8000-0620_0511.json,0,1000us,True,True,False,step,10ms,0.02,42us,100us,10ms,0.001,10ms,2ms,400,4.473138710855733,12500us,False,174,0.01,False,breakwater,True,0.05,10ms,3634us,4.382069372327895,True,20,932us,"('search-hotel',)",79.80932307610034,1589.6547522165458
0620_0511,reserve-hotel,charon,1000,977.3450302692048,977.3450302692048,3.615362,2.9736817999999987,2.271757,/home/jiali/Sync/Git/protobuf/ghz-results/social-reserve-hotel-control-charon-parallel-capacity-1000-0620_0511.json,191,1000us,True,True,True,linear,10ms,0.02,10ms,443us,10ms,0.001,109768us,2ms,400,0.02,12500us,False,400,0.01,False,charon,True,0.05,15478us,12500us,0.001,True,20,1000us,"('reserve-hotel',)",977.3450302692048,977.3450302692048
0620_0512,compose,charon,3000,2949.7148481363,2949.7148481363,6.191561759999998,5.315449699999999,3.750554,/home/jiali/Sync/Git/protobuf/ghz-results/social-compose-control-charon-parallel-capacity-3000-0620_0512.json,150,1000us,True,True,True,linear,10ms,0.02,10ms,894us,10ms,0.001,92758us,2ms,400,0.02,12500us,False,400,0.01,False,charon,True,0.05,8780us,12500us,0.001,True,20,1000us,"('compose',)",2949.7148481363,2949.7148481363
0620_0513,compose,breakwater,18000,1387.6301608372412,7.012852933257866,1004.26373016,987.924143,686.264947,/home/jiali/Sync/Git/protobuf/ghz-results/social-compose-control-breakwater-parallel-capacity-18000-0620_0513.json,0,1000us,True,True,False,step,10ms,0.02,500us,100us,10ms,0.001,10ms,2ms,400,0.001,12500us,False,2000,0.01,False,breakwater,True,0.05,10ms,1760us,0.001,True,20,535us,"('compose',)",7.012852933257866,1387.6301608372412
0620_0513,search-hotel,charon,2000,1784.4845535848244,1775.0296427041128,42.45004695999942,8.7406472,6.164987,/home/jiali/Sync/Git/protobuf/ghz-results/social-search-hotel-control-charon-parallel-capacity-2000-0620_0513.json,191,1000us,True,True,True,linear,10ms,0.02,10ms,443us,10ms,0.001,109768us,2ms,400,0.02,12500us,False,400,0.01,False,charon,True,0.05,15478us,12500us,0.001,True,20,1000us,"('reserve-hotel', 'search-hotel')",3621.7511470848594,3649.0197644624645
0620_0513,reserve-hotel,charon,2000,1864.53521087764,1846.7215043807469,11.26456756,3.1768372,1.969154,/home/jiali/Sync/Git/protobuf/ghz-results/social-reserve-hotel-control-charon-parallel-capacity-2000-0620_0513.json,191,1000us,True,True,True,linear,10ms,0.02,10ms,443us,10ms,0.001,109768us,2ms,400,0.02,12500us,False,400,0.01,False,charon,True,0.05,15478us,12500us,0.001,True,20,1000us,"('reserve-hotel', 'search-hotel')",3621.7511470848594,3649.0197644624645
0620_0514,compose,charon,4000,3886.418550003027,3886.418550003027,7.058470249999998,5.1599945,3.450352,/home/jiali/Sync/Git/protobuf/ghz-results/social-compose-control-charon-parallel-capacity-4000-0620_0514.json,150,1000us,True,True,True,linear,10ms,0.02,10ms,894us,10ms,0.001,92758us,2ms,400,0.02,12500us,False,400,0.01,False,charon,True,0.05,8780us,12500us,0.001,True,20,1000us,"('compose',)",3886.418550003027,3886.418550003027
0620_0515,compose,breakwater,18000,2079.543254572204,2.0716709051327,992.226062,810.93030675,359.14733650000005,/home/jiali/Sync/Git/protobuf/ghz-results/social-compose-control-breakwater-parallel-capacity-18000-0620_0515.json,0,1000us,True,True,False,step,10ms,0.02,344us,100us,10ms,0.001,10ms,2ms,400,1.549102362386972,12500us,False,1906,0.01,False,breakwater,True,0.05,10ms,1654us,1.0932504822281026,True,20,724us,"('compose',)",2.0716709051327,2079.543254572204
0620_0515,search-hotel,charon,3000,2614.1320909684887,2614.1320909684887,15.10653984000001,11.7553358,6.6232015,/home/jiali/Sync/Git/protobuf/ghz-results/social-search-hotel-control-charon-parallel-capacity-3000-0620_0515.json,191,1000us,True,True,True,linear,10ms,0.02,10ms,443us,10ms,0.001,109768us,2ms,400,0.02,12500us,False,400,0.01,False,charon,True,0.05,15478us,12500us,0.001,True,20,1000us,"('reserve-hotel', 'search-hotel')",4932.017368523824,4948.100363291456
0620_0515,reserve-hotel,charon,3000,2333.968272322968,2317.885277555336,10.45609548,3.614324399999997,1.964232,/home/jiali/Sync/Git/protobuf/ghz-results/social-reserve-hotel-control-charon-parallel-capacity-3000-0620_0515.json,191,1000us,True,True,True,linear,10ms,0.02,10ms,443us,10ms,0.001,109768us,2ms,400,0.02,12500us,False,400,0.01,False,charon,True,0.05,15478us,12500us,0.001,True,20,1000us,"('reserve-hotel', 'search-hotel')",4932.017368523824,4948.100363291456
0620_0516,search-hotel,breakwater,8000,4114.020124312181,3925.117921162392,152.0605676799999,87.78208679999997,14.712707,/home/jiali/Sync/Git/protobuf/ghz-results/social-search-hotel-control-breakwater-parallel-capacity-8000-0620_0516.json,0,1000us,True,True,False,step,10ms,0.02,0us,100us,10ms,0.001,10ms,2ms,400,4.042527873586946,12500us,False,100,0.01,False,breakwater,True,0.05,10ms,3985us,5.0,True,20,2341us,"('search-hotel',)",3925.117921162392,4114.020124312181
0620_0516,compose,charon,5000,15.5195020279555,0.0,973.25858186,960.6540055,738.0426,/home/jiali/Sync/Git/protobuf/ghz-results/social-compose-control-charon-parallel-capacity-5000-0620_0516.json,150,1000us,True,True,True,linear,10ms,0.02,10ms,894us,10ms,0.001,92758us,2ms,400,0.02,12500us,False,400,0.01,False,charon,True,0.05,8780us,12500us,0.001,True,20,1000us,"('compose',)",0.0,15.5195020279555
0620_0517,search-hotel,charon,4000,,,,,,/home/jiali/Sync/Git/protobuf/ghz-results/social-search-hotel-control-charon-parallel-capacity-4000-0620_0517.json,191,1000us,True,True,True,linear,10ms,0.02,10ms,443us,10ms,0.001,109768us,2ms,400,0.02,12500us,False,400,0.01,False,charon,True,0.05,15478us,12500us,0.001,True,20,1000us,"('reserve-hotel', 'search-hotel')",0.0,0.0
0620_0517,reserve-hotel,charon,4000,,,,,,/home/jiali/Sync/Git/protobuf/ghz-results/social-reserve-hotel-control-charon-parallel-capacity-4000-0620_0517.json,191,1000us,True,True,True,linear,10ms,0.02,10ms,443us,10ms,0.001,109768us,2ms,400,0.02,12500us,False,400,0.01,False,charon,True,0.05,15478us,12500us,0.001,True,20,1000us,"('reserve-hotel', 'search-hotel')",0.0,0.0
0620_0518,compose,breakwater,18000,0.0,0.0,,,,/home/jiali/Sync/Git/protobuf/ghz-results/social-compose-control-breakwater-parallel-capacity-18000-0620_0518.json,0,1000us,True,True,False,step,10ms,0.02,500us,100us,10ms,0.001,10ms,2ms,400,5.0,12500us,False,100,0.01,False,breakwater,True,0.05,10ms,1000us,5.0,True,20,500us,"('compose', 'search-hotel')",69.58030462338745,1510.4215834035915
0620_0518,search-hotel,breakwater,8000,1510.4215834035915,69.58030462338745,961.95617814,864.6619769,576.489832,/home/jiali/Sync/Git/protobuf/ghz-results/social-search-hotel-control-breakwater-parallel-capacity-8000-0620_0518.json,0,1000us,True,True,False,step,10ms,0.02,92us,100us,10ms,0.001,10ms,2ms,400,2.8462631128152216,12500us,False,1046,0.01,False,breakwater,True,0.05,10ms,2823us,2.884665004136335,True,20,1222us,"('compose', 'search-hotel')",69.58030462338745,1510.4215834035915
0620_0518,compose,charon,6000,581.3657527022086,27.859669615045934,982.88989825,914.590086,286.65394000000003,/home/jiali/Sync/Git/protobuf/ghz-results/social-compose-control-charon-parallel-capacity-6000-0620_0518.json,150,1000us,True,True,True,linear,10ms,0.02,10ms,894us,10ms,0.001,92758us,2ms,400,0.02,12500us,False,400,0.01,False,charon,True,0.05,8780us,12500us,0.001,True,20,1000us,"('compose',)",27.859669615045934,581.3657527022086
0620_0519,reserve-hotel,charon,5000,,,,,,/home/jiali/Sync/Git/protobuf/ghz-results/social-reserve-hotel-control-charon-parallel-capacity-5000-0620_0519.json,191,1000us,True,True,True,linear,10ms,0.02,10ms,443us,10ms,0.001,109768us,2ms,400,0.02,12500us,False,400,0.01,False,charon,True,0.05,15478us,12500us,0.001,True,20,1000us,"('reserve-hotel',)",0.0,0.0
0620_0521,compose,breakwater,18000,0.0,0.0,,,,/home/jiali/Sync/Git/protobuf/ghz-results/social-compose-control-breakwater-parallel-capacity-18000-0620_0521.json,0,1000us,True,True,False,step,10ms,0.02,499us,100us,10ms,0.001,10ms,2ms,400,4.999999999958198,12500us,False,1999,0.01,False,breakwater,True,0.05,10ms,1000us,4.999999999958198,True,20,500us,"('compose',)",0.0,0.0
0620_0521,compose,charon,7000,6760.938440839617,6760.421407218679,12.65434542000002,7.211216749999997,3.6845085,/home/jiali/Sync/Git/protobuf/ghz-results/social-compose-control-charon-parallel-capacity-7000-0620_0521.json,150,1000us,True,True,True,linear,10ms,0.02,10ms,894us,10ms,0.001,92758us,2ms,400,0.02,12500us,False,400,0.01,False,charon,True,0.05,8780us,12500us,0.001,True,20,1000us,"('compose', 'reserve-hotel', 'search-hotel')",15206.983577321098,15398.348519045414
0620_0521,search-hotel,charon,6000,3668.1810188320737,3595.8899720013187,256.8293923199999,44.76332760000001,15.954452,/home/jiali/Sync/Git/protobuf/ghz-results/social-search-hotel-control-charon-parallel-capacity-6000-0620_0521.json,191,1000us,True,True,True,linear,10ms,0.02,10ms,443us,10ms,0.001,109768us,2ms,400,0.02,12500us,False,400,0.01,False,charon,True,0.05,15478us,12500us,0.001,True,20,1000us,"('compose', 'reserve-hotel', 'search-hotel')",15206.983577321098,15398.348519045414
0620_0521,reserve-hotel,charon,6000,4969.229059373723,4850.6721981011,51.09253725000018,10.037186399999998,2.469476,/home/jiali/Sync/Git/protobuf/ghz-results/social-reserve-hotel-control-charon-parallel-capacity-6000-0620_0521.json,191,1000us,True,True,True,linear,10ms,0.02,10ms,443us,10ms,0.001,109768us,2ms,400,0.02,12500us,False,400,0.01,False,charon,True,0.05,15478us,12500us,0.001,True,20,1000us,"('compose', 'reserve-hotel', 'search-hotel')",15206.983577321098,15398.348519045414
0620_0523,compose,breakwater,18000,121.13786031217522,0.0,859.3712226800001,837.8410412999999,574.80487,/home/jiali/Sync/Git/protobuf/ghz-results/social-compose-control-breakwater-parallel-capacity-18000-0620_0523.json,0,1000us,True,True,False,step,10ms,0.02,208us,100us,10ms,0.001,10ms,2ms,400,2.1803304588754515,12500us,False,1130,0.01,False,breakwater,True,0.05,10ms,1733us,0.3714750443392967,True,20,747us,"('compose',)",0.0,121.13786031217522
0620_0524,search-hotel,charon,7000,3160.248920377688,3143.58951049512,69.8525518,53.2524065,18.919644,/home/jiali/Sync/Git/protobuf/ghz-results/social-search-hotel-control-charon-parallel-capacity-7000-0620_0524.json,191,1000us,True,True,True,linear,10ms,0.02,10ms,443us,10ms,0.001,109768us,2ms,400,0.02,12500us,False,400,0.01,False,charon,True,0.05,15478us,12500us,0.001,True,20,1000us,"('compose', 'reserve-hotel', 'search-hotel')",8062.13400224213,11110.828089545592
0620_0524,compose,charon,9000,2932.532432821178,0.0,933.6194040500002,799.78777225,564.5446645,/home/jiali/Sync/Git/protobuf/ghz-results/social-compose-control-charon-parallel-capacity-9000-0620_0524.json,150,1000us,True,True,True,linear,10ms,0.02,10ms,894us,10ms,0.001,92758us,2ms,400,0.02,12500us,False,400,0.01,False,charon,True,0.05,8780us,12500us,0.001,True,20,1000us,"('compose', 'reserve-hotel', 'search-hotel')",8062.13400224213,11110.828089545592
0620_0524,reserve-hotel,charon,7000,5018.046736346725,4918.54449174701,21.611296060000004,10.467780649999993,2.692997,/home/jiali/Sync/Git/protobuf/ghz-results/social-reserve-hotel-control-charon-parallel-capacity-7000-0620_0524.json,191,1000us,True,True,True,linear,10ms,0.02,10ms,443us,10ms,0.001,109768us,2ms,400,0.02,12500us,False,400,0.01,False,charon,True,0.05,15478us,12500us,0.001,True,20,1000us,"('compose', 'reserve-hotel', 'search-hotel')",8062.13400224213,11110.828089545592
0620_0526,reserve-hotel,charon,8000,4842.915443640162,4674.494510911612,48.89437352000026,12.616199950000006,2.634943,/home/jiali/Sync/Git/protobuf/ghz-results/social-reserve-hotel-control-charon-parallel-capacity-8000-0620_0526.json,191,1000us,True,True,True,linear,10ms,0.02,10ms,443us,10ms,0.001,109768us,2ms,400,0.02,12500us,False,400,0.01,False,charon,True,0.05,15478us,12500us,0.001,True,20,1000us,"('reserve-hotel', 'search-hotel')",7654.62594297993,7857.386091810804
0620_0526,search-hotel,charon,8000,3014.470648170642,2980.1314320683173,103.04968754000002,52.31268669999998,16.358117,/home/jiali/Sync/Git/protobuf/ghz-results/social-search-hotel-control-charon-parallel-capacity-8000-0620_0526.json,191,1000us,True,True,True,linear,10ms,0.02,10ms,443us,10ms,0.001,109768us,2ms,400,0.02,12500us,False,400,0.01,False,charon,True,0.05,15478us,12500us,0.001,True,20,1000us,"('reserve-hotel', 'search-hotel')",7654.62594297993,7857.386091810804
0620_0527,search-hotel,breakwater,8000,4593.49213389426,1497.5473240676686,989.3630242399998,961.0969644,321.560195,/home/jiali/Sync/Git/protobuf/ghz-results/social-search-hotel-control-breakwater-parallel-capacity-8000-0620_0527.json,0,1000us,True,True,False,step,10ms,0.02,198us,100us,10ms,0.001,10ms,2ms,400,2.3748517776268714,12500us,False,1402,0.01,False,breakwater,True,0.05,10ms,2919us,1.4277906030943728,True,20,1676us,"('search-hotel',)",1497.5473240676686,4593.49213389426
0620_0527,compose,charon,10000,2822.065326576333,153.70838178488847,976.3015650599998,877.6153051499999,499.7185645,/home/jiali/Sync/Git/protobuf/ghz-results/social-compose-control-charon-parallel-capacity-10000-0620_0527.json,150,1000us,True,True,True,linear,10ms,0.02,10ms,894us,10ms,0.001,92758us,2ms,400,0.02,12500us,False,400,0.01,False,charon,True,0.05,8780us,12500us,0.001,True,20,1000us,"('compose',)",153.70838178488847,2822.065326576333
0620_0528,compose,breakwater,18000,668.98260952605,1.6394121232067391,993.83902908,969.278805,459.753166,/home/jiali/Sync/Git/protobuf/ghz-results/social-compose-control-breakwater-parallel-capacity-18000-0620_0528.json,0,1000us,True,True,False,step,10ms,0.02,232us,100us,10ms,0.001,10ms,2ms,400,1.6571061744080948,12500us,False,645,0.01,False,breakwater,True,0.05,10ms,1397us,0.0880108267630531,True,20,818us,"('compose',)",1.6394121232067391,668.98260952605
0620_0529,search-hotel,breakwater,8000,3616.625327251255,3616.625327251255,71.40903281000003,58.0557706,15.981236,/home/jiali/Sync/Git/protobuf/ghz-results/social-search-hotel-control-breakwater-parallel-capacity-8000-0620_0529.json,0,1000us,True,True,False,step,10ms,0.02,500us,100us,10ms,0.001,10ms,2ms,400,5.0,12500us,False,100,0.01,False,breakwater,True,0.05,10ms,1000us,0.001,True,20,5000us,"('search-hotel',)",3616.625327251255,3616.625327251255
0620_0529,search-hotel,charon,9000,2803.779152954276,2782.2400242551103,80.56852925000005,59.93056525,16.84659,/home/jiali/Sync/Git/protobuf/ghz-results/social-search-hotel-control-charon-parallel-capacity-9000-0620_0529.json,191,1000us,True,True,True,linear,10ms,0.02,10ms,443us,10ms,0.001,109768us,2ms,400,0.02,12500us,False,400,0.01,False,charon,True,0.05,15478us,12500us,0.001,True,20,1000us,"('compose', 'reserve-hotel', 'search-hotel')",7982.132290026142,10737.065017983306
0620_0529,reserve-hotel,charon,9000,5177.775690967817,5058.434126763124,24.22998549999989,11.292997999999988,2.558998,/home/jiali/Sync/Git/protobuf/ghz-results/social-reserve-hotel-control-charon-parallel-capacity-9000-0620_0529.json,191,1000us,True,True,True,linear,10ms,0.02,10ms,443us,10ms,0.001,109768us,2ms,400,0.02,12500us,False,400,0.01,False,charon,True,0.05,15478us,12500us,0.001,True,20,1000us,"('compose', 'reserve-hotel', 'search-hotel')",7982.132290026142,10737.065017983306
0620_0529,compose,charon,11000,2755.510174061214,141.45813900790762,985.36191602,927.18267795,461.415476,/home/jiali/Sync/Git/protobuf/ghz-results/social-compose-control-charon-parallel-capacity-11000-0620_0529.json,150,1000us,True,True,True,linear,10ms,0.02,10ms,894us,10ms,0.001,92758us,2ms,400,0.02,12500us,False,400,0.01,False,charon,True,0.05,8780us,12500us,0.001,True,20,1000us,"('compose', 'reserve-hotel', 'search-hotel')",7982.132290026142,10737.065017983306
0620_0531,reserve-hotel,charon,10000,,,,,,/home/jiali/Sync/Git/protobuf/ghz-results/social-reserve-hotel-control-charon-parallel-capacity-10000-0620_0531.json,191,1000us,True,True,True,linear,10ms,0.02,10ms,443us,10ms,0.001,109768us,2ms,400,0.02,12500us,False,400,0.01,False,charon,True,0.05,15478us,12500us,0.001,True,20,1000us,"('compose', 'reserve-hotel', 'search-hotel')",192.35159161191044,6148.579184806976
0620_0531,compose,charon,12000,6148.579184806976,192.35159161191044,259.59941605999984,231.0098083,120.975334,/home/jiali/Sync/Git/protobuf/ghz-results/social-compose-control-charon-parallel-capacity-12000-0620_0531.json,150,1000us,True,True,True,linear,10ms,0.02,10ms,894us,10ms,0.001,92758us,2ms,400,0.02,12500us,False,400,0.01,False,charon,True,0.05,8780us,12500us,0.001,True,20,1000us,"('compose', 'reserve-hotel', 'search-hotel')",192.35159161191044,6148.579184806976
0620_0531,search-hotel,charon,10000,,,,,,/home/jiali/Sync/Git/protobuf/ghz-results/social-search-hotel-control-charon-parallel-capacity-10000-0620_0531.json,191,1000us,True,True,True,linear,10ms,0.02,10ms,443us,10ms,0.001,109768us,2ms,400,0.02,12500us,False,400,0.01,False,charon,True,0.05,15478us,12500us,0.001,True,20,1000us,"('compose', 'reserve-hotel', 'search-hotel')",192.35159161191044,6148.579184806976
0620_0533,compose,breakwater,18000,2219.9178794670843,25.464367905080337,825.4095795700001,412.3702976,242.1292325,/home/jiali/Sync/Git/protobuf/ghz-results/social-compose-control-breakwater-parallel-capacity-18000-0620_0533.json,0,1000us,True,True,False,step,10ms,0.02,494us,100us,10ms,0.001,10ms,2ms,400,0.0515939130907901,12500us,False,1996,0.01,False,breakwater,True,0.05,10ms,1756us,0.0393856081125857,True,20,542us,"('compose',)",25.464367905080337,2219.9178794670843
0620_0533,compose,charon,13000,1040.368307672356,0.0,995.56636147,980.65793865,669.3189150000001,/home/jiali/Sync/Git/protobuf/ghz-results/social-compose-control-charon-parallel-capacity-13000-0620_0533.json,150,1000us,True,True,True,linear,10ms,0.02,10ms,894us,10ms,0.001,92758us,2ms,400,0.02,12500us,False,400,0.01,False,charon,True,0.05,8780us,12500us,0.001,True,20,1000us,"('compose',)",0.0,1040.368307672356
0620_0535,compose,breakwater,18000,1436.6620950195463,5.72206469472308,1005.83035751,979.9516587,708.8601885,/home/jiali/Sync/Git/protobuf/ghz-results/social-compose-control-breakwater-parallel-capacity-18000-0620_0535.json,0,1000us,True,True,False,step,10ms,0.02,500us,100us,10ms,0.001,10ms,2ms,400,0.001,12500us,False,2000,0.01,False,breakwater,True,0.05,10ms,1804us,0.001,True,20,500us,"('compose',)",5.72206469472308,1436.6620950195463
0620_0535,compose,charon,14000,12524.765836413117,11903.106775783992,36.65347110000002,24.9597665,10.241724,/home/jiali/Sync/Git/protobuf/ghz-results/social-compose-control-charon-parallel-capacity-14000-0620_0535.json,150,1000us,True,True,True,linear,10ms,0.02,10ms,894us,10ms,0.001,92758us,2ms,400,0.02,12500us,False,400,0.01,False,charon,True,0.05,8780us,12500us,0.001,True,20,1000us,"('compose',)",11903.106775783992,12524.765836413117
0620_0536,search-hotel,breakwater,8000,4041.37651721136,176.8070362266809,990.28812706,974.6838024,542.944643,/home/jiali/Sync/Git/protobuf/ghz-results/social-search-hotel-control-breakwater-parallel-capacity-8000-0620_0536.json,0,1000us,True,True,False,step,10ms,0.02,108us,100us,10ms,0.001,10ms,2ms,400,2.7058739816538595,12500us,False,232,0.01,False,breakwater,True,0.05,10ms,3644us,3.962183376047812,True,20,2569us,"('search-hotel',)",176.8070362266809,4041.37651721136
0620_0538,compose,breakwater,18000,0.0,0.0,,,,/home/jiali/Sync/Git/protobuf/ghz-results/social-compose-control-breakwater-parallel-capacity-18000-0620_0538.json,0,1000us,True,True,False,step,10ms,0.02,500us,100us,10ms,0.001,10ms,2ms,400,0.019261302342805,12500us,False,2000,0.01,False,breakwater,True,0.05,10ms,1839us,5.0,True,20,500us,"('compose', 'reserve-hotel', 'search-hotel')",1500.3348399154738,3103.512669568604
0620_0538,search-hotel,breakwater,8000,2069.4084915578333,466.33238374003776,997.08480196,954.2363945999998,377.921539,/home/jiali/Sync/Git/protobuf/ghz-results/social-search-hotel-control-breakwater-parallel-capacity-8000-0620_0538.json,0,1000us,True,True,False,step,10ms,0.02,327us,100us,10ms,0.001,10ms,2ms,400,2.5673239632849367,12500us,False,1737,0.01,False,breakwater,True,0.05,10ms,2970us,0.4879444892702043,True,20,1246us,"('compose', 'reserve-hotel', 'search-hotel')",1500.3348399154738,3103.512669568604
0620_0538,reserve-hotel,breakwater,3000,1034.1041780107705,1034.002456175436,6.45356665,4.0852915,2.4086475,/home/jiali/Sync/Git/protobuf/ghz-results/social-reserve-hotel-control-breakwater-parallel-capacity-3000-0620_0538.json,0,1000us,True,True,False,step,10ms,0.02,0us,100us,10ms,0.001,10ms,2ms,400,0.001,12500us,False,100,0.01,False,breakwater,True,0.05,10ms,10000us,0.001,True,20,500us,"('compose', 'reserve-hotel', 'search-hotel')",1500.3348399154738,3103.512669568604
0620_0538,compose,dagor,18000,0.0,0.0,,,,/home/jiali/Sync/Git/protobuf/ghz-results/social-compose-control-dagor-parallel-capacity-18000-0620_0538.json,0,1000us,True,True,False,step,13238us,0.02,10ms,100us,10ms,0.001,10ms,4000us,400,0.02,12500us,False,400,2.5830609800643933,False,dagor,True,0.6309994921915327,10ms,12500us,0.001,True,5,1000us,"('compose',)",0.0,0.0
0620_0540,search-hotel,breakwater,4000,1993.097946779892,1993.097946779892,22.056592099999992,15.600035,7.000597,/home/jiali/Sync/Git/protobuf/ghz-results/social-search-hotel-control-breakwater-parallel-capacity-4000-0620_0540.json,0,1000us,True,True,False,step,10ms,0.02,0us,100us,10ms,0.001,10ms,2ms,400,0.001,12500us,False,100,0.01,False,breakwater,True,0.05,10ms,10000us,0.001,True,20,500us,"('compose', 'reserve-hotel', 'search-hotel')",4050.755983611366,7334.516185332961
0620_0540,reserve-hotel,breakwater,4000,1899.3040527092703,1890.0540302957547,8.612167399999999,3.919944,2.089219,/home/jiali/Sync/Git/protobuf/ghz-results/social-reserve-hotel-control-breakwater-parallel-capacity-4000-0620_0540.json,0,1000us,True,True,False,step,10ms,0.02,0us,100us,10ms,0.001,10ms,2ms,400,0.001,12500us,False,100,0.01,False,breakwater,True,0.05,10ms,10000us,0.001,True,20,500us,"('compose', 'reserve-hotel', 'search-hotel')",4050.755983611366,7334.516185332961
0620_0540,compose,breakwater,18000,2037.8521982718892,91.84656191578613,1001.7479248,926.336313,105.500524,/home/jiali/Sync/Git/protobuf/ghz-results/social-compose-control-breakwater-parallel-capacity-18000-0620_0540.json,0,1000us,True,True,False,step,10ms,0.02,170us,100us,10ms,0.001,10ms,2ms,400,1.049746941975544,12500us,False,1174,0.01,False,breakwater,True,0.05,10ms,1639us,0.001,True,20,715us,"('compose', 'reserve-hotel', 'search-hotel')",4050.755983611366,7334.516185332961
0620_0540,search-hotel,breakwater,8000,1404.2619875719097,75.75744461993335,950.5857984,890.5378215,470.694978,/home/jiali/Sync/Git/protobuf/ghz-results/social-search-hotel-control-breakwater-parallel-capacity-8000-0620_0540.json,0,1000us,True,True,False,step,10ms,0.02,345us,100us,10ms,0.001,10ms,2ms,400,0.001,12500us,False,1174,0.01,False,breakwater,True,0.05,10ms,2642us,5.0,True,20,1417us,"('compose', 'reserve-hotel', 'search-hotel')",4050.755983611366,7334.516185332961
0620_0540,compose,dagor,18000,0.0,0.0,,,,/home/jiali/Sync/Git/protobuf/ghz-results/social-compose-control-dagor-parallel-capacity-18000-0620_0540.json,0,1000us,True,True,False,step,12000us,0.02,10ms,100us,10ms,0.001,10ms,3835us,400,0.02,12500us,False,400,5.0,False,dagor,True,0.2675784783599432,10ms,12500us,0.001,True,20,1000us,"('compose',)",0.0,0.0
0620_0542,search-hotel,breakwater,5000,2905.1092222163534,2874.8324827251577,90.78259437999994,23.39298149999999,8.465653,/home/jiali/Sync/Git/protobuf/ghz-results/social-search-hotel-control-breakwater-parallel-capacity-5000-0620_0542.json,0,1000us,True,True,False,step,10ms,0.02,0us,100us,10ms,0.001,10ms,2ms,400,0.001,12500us,False,100,0.01,False,breakwater,True,0.05,10ms,10000us,0.001,True,20,500us,"('compose', 'reserve-hotel', 'search-hotel')",5748.847865961578,15036.605378374974
