timestamp,interface,control_scheme,capacity,throughput,goodput,latency_99,latency_95,latency_median,filename,PRICE_STEP,LAZY_UPDATE,BREAKWATER_TRACK_CREDIT,LOAD_SHEDDING,LATENCY_THRESHOLD,DAGOR_UMAX,BREAKWATER_CLIENT_EXPIRATION,BREAKWATERD_B,BREAKWATER_A,BREAKWATERD_RTT,TOKEN_UPDATE_RATE,BREAKWATERD_SLO,RATE_LIMITING,DAGOR_ALPHA,PRICE_STRATEGY,BREAKWATERD_CLIENT_EXPIRATION,BREAKWATER_B,DAGOR_ADMISSION_LEVEL_UPDATE_INTERVAL,BREAKWATER_SLO,BREAKWATERD_A,CHARON_TRACK_PRICE,BREAKWATER_INITIAL_CREDIT,BREAKWATERD_LOAD_SHEDDING,DAGOR_QUEUING_THRESHOLD,DAGOR_BETA,BREAKWATERD_INITIAL_CREDIT,BREAKWATER_RTT,INTERCEPT,PRICE_UPDATE_RATE,BREAKWATER_LOAD_SHEDDING
0610_0522,motivate-set,charon,12000,3924.35915780411,3924.35915780411,41.29821425,33.643362249999996,24.752119999999998,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-charon-parallel-capacity-12000-0610_0522.json,138,true,false,true,193us,20,10ms,0.02,0.001,1000us,14856us,12500us,true,0.05,linear,10ms,0.02,10ms,12500us,0.001,false,400,true,2ms,0.01,400,1000us,charon,5697us,true
0610_0148,motivate-set,dagor,26000,6350.0935992657605,6170.577080915858,211.64246221999895,95.93187089999994,34.872303,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-dagor-parallel-capacity-26000-0610_0148.json,0,false,false,true,100us,18,10ms,0.02,0.001,1000us,10ms,12500us,true,1.936523151438795,step,10ms,0.02,16214us,12500us,0.001,false,400,true,69539us,0.9402725344777285,400,1000us,dagor,10ms,true
0610_1422,motivate-set,dagor,30000,14132.288202076,9196.462146409145,936.69799979,729.1986724000002,82.46537000000001,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-dagor-parallel-capacity-30000-0610_1422.json,0,false,false,true,100us,5,10ms,0.02,0.001,1000us,10ms,12500us,true,1.6572011277819443,step,10ms,0.02,1000us,12500us,0.001,false,400,true,1000us,1.9130313407473518,400,1000us,dagor,10ms,true
0610_1459,motivate-set,charon,30000,7955.484344551535,7432.202790066888,273.15404712000003,165.82444289999987,29.535086,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-charon-parallel-capacity-30000-0610_1459.json,41,true,false,true,176us,20,10ms,0.02,0.001,1000us,71178us,12500us,true,0.05,linear,10ms,0.02,10ms,12500us,0.001,false,400,true,2ms,0.01,400,1000us,charon,21571us,true
0610_2329,motivate-get,dagor,28000,2448.5684383713087,1006.4890318455251,3418.726845279993,765.02556395,62.070848,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-dagor-parallel-capacity-28000-0610_2329.json,0,false,false,true,100us,18,10ms,0.02,0.001,1000us,10ms,12500us,true,9.682615757193975,step,10ms,0.02,16214us,12500us,0.001,false,400,true,138772us,0.9402725344777285,400,1000us,dagor,10ms,true
0610_2000,motivate-set,breakwaterd,30000,6659.779749149551,4153.609382270604,932.32912079,571.6361952500009,90.09145649999999,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-breakwaterd-parallel-capacity-30000-0610_2000.json,0,false,false,true,100us,20,4665us,1.0586457982971709,25.207288874023742,7468us,10ms,58031us,true,0.05,step,55235us,4.801880451158127,10ms,22585us,8.065554750541684,false,949,true,2ms,0.01,3726,12881us,breakwaterd,10ms,true
0610_0343,motivate-get,dagor,12000,5511.804410221975,5511.087420872544,20.51287918999998,13.447240599999999,5.613795,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-dagor-parallel-capacity-12000-0610_0343.json,0,false,false,true,100us,18,10ms,0.02,0.001,1000us,10ms,12500us,true,1.936523151438795,step,10ms,0.02,16214us,12500us,0.001,false,400,true,69539us,0.9402725344777285,400,1000us,dagor,10ms,true
0611_0025,motivate-get,dagor,28000,6383.163397963869,2859.146159631889,1745.7204128000012,770.7323383999998,47.153275,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-dagor-parallel-capacity-28000-0611_0025.json,0,false,false,true,100us,18,10ms,0.02,0.001,1000us,10ms,12500us,true,9.682615757193975,step,10ms,0.02,16214us,12500us,0.001,false,400,true,138772us,0.9402725344777285,400,1000us,dagor,10ms,true
0610_0334,motivate-set,breakwater,20000,7409.240678248501,7408.733938765398,79.3731953800002,60.31065399999997,31.70499,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-breakwater-parallel-capacity-20000-0610_0334.json,0,false,false,true,100us,20,484us,0.02,0.869458465975631,1000us,10ms,12500us,true,0.05,step,10ms,0.5056524813385149,10ms,5724us,0.001,false,255,true,2ms,0.01,400,8986us,breakwater,10ms,true
0610_2013,motivate-get,charon,28000,7618.639621349072,4913.438289453645,975.4902778500001,731.8321916500001,27.727891,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-charon-parallel-capacity-28000-0610_2013.json,334,true,false,true,6896us,20,10ms,0.02,0.001,1000us,70011us,12500us,true,0.05,linear,10ms,0.02,10ms,12500us,0.001,false,400,true,2ms,0.01,400,1000us,charon,646us,true
0610_1822,motivate-get,charon,30000,5567.456496509621,3059.3947686712177,3720.935886279998,829.1438813999999,35.097668,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-charon-parallel-capacity-30000-0610_1822.json,334,true,false,true,6896us,20,10ms,0.02,0.001,1000us,70011us,12500us,true,0.05,linear,10ms,0.02,10ms,12500us,0.001,false,400,true,2ms,0.01,400,1000us,charon,646us,true
0610_1736,motivate-set,breakwater,30000,15720.403532701315,8455.411084830424,798.1196935600001,665.5988269999999,102.24467949999999,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-breakwater-parallel-capacity-30000-0610_1736.json,0,false,false,true,100us,20,512us,0.02,0.11338986265983952,1000us,10ms,12500us,true,0.05,step,10ms,8.228030685972415,10ms,18910us,0.001,false,897,true,2ms,0.01,400,22413us,breakwater,10ms,true
0610_0219,motivate-get,dagor,10000,8894.155564042721,8891.703413169234,22.05738916999998,14.282795100000001,5.7563635,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-dagor-parallel-capacity-10000-0610_0219.json,0,false,false,true,100us,18,10ms,0.02,0.001,1000us,10ms,12500us,true,1.936523151438795,step,10ms,0.02,16214us,12500us,0.001,false,400,true,69539us,0.9402725344777285,400,1000us,dagor,10ms,true
0610_2345,motivate-set,breakwaterd,30000,7986.381124750075,4995.308645247923,1030.6856225200006,771.9965523999998,95.454208,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-breakwaterd-parallel-capacity-30000-0610_2345.json,0,false,false,true,100us,20,4665us,1.0586457982971709,25.207288874023742,7468us,10ms,58031us,true,0.05,step,55235us,4.801880451158127,10ms,22585us,8.065554750541684,false,949,true,2ms,0.01,3726,12881us,breakwaterd,10ms,true
0610_2121,motivate-get,breakwater,24000,10949.431213820562,5921.999651802509,971.6693872000002,489.0302499999971,35.964246,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-breakwater-parallel-capacity-24000-0610_2121.json,0,false,false,true,100us,20,17us,0.02,1.8228921930051563,1000us,10ms,12500us,true,0.05,step,10ms,8.377796521051744,10ms,15185us,0.001,false,1183,true,2ms,0.01,400,29720us,breakwater,10ms,true
0610_1633,motivate-set,charon,30000,13671.388246064644,7387.689709558772,886.34937323,660.2854918,109.492598,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-charon-parallel-capacity-30000-0610_1633.json,235,true,false,true,9463us,20,10ms,0.02,0.001,1000us,68489us,12500us,true,0.05,linear,10ms,0.02,10ms,12500us,0.001,false,400,true,2ms,0.01,400,1000us,charon,736us,true
0610_0032,motivate-get,charon,12000,8681.340154272126,8679.911614183975,22.3301975,14.796255399999996,5.914623,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-charon-parallel-capacity-12000-0610_0032.json,138,true,false,true,193us,20,10ms,0.02,0.001,1000us,14856us,12500us,true,0.05,linear,10ms,0.02,10ms,12500us,0.001,false,400,true,2ms,0.01,400,1000us,charon,5697us,true
0611_0033,motivate-get,breakwaterd,18000,15511.601014828997,1115.2973483782896,581.2363656599996,372.9620778999999,108.22786,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-breakwaterd-parallel-capacity-18000-0611_0033.json,0,false,false,true,100us,20,4665us,1.0586457982971709,25.207288874023742,7468us,10ms,58031us,true,0.05,step,55235us,4.801880451158127,10ms,22585us,8.065554750541684,false,949,true,2ms,0.01,3726,12881us,breakwaterd,10ms,true
0610_0639,motivate-get,dagor,24000,2315.320872664649,1382.7749603475559,932.25017284,688.9878733500002,29.073355,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-dagor-parallel-capacity-24000-0610_0639.json,0,false,false,true,100us,18,10ms,0.02,0.001,1000us,10ms,12500us,true,1.936523151438795,step,10ms,0.02,16214us,12500us,0.001,false,400,true,69539us,0.9402725344777285,400,1000us,dagor,10ms,true
0610_0330,motivate-get,breakwater,14000,12119.108017461262,12110.012120027828,26.306344399999976,18.323158,6.680726,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-breakwater-parallel-capacity-14000-0610_0330.json,0,false,false,true,100us,20,484us,0.02,0.869458465975631,1000us,10ms,12500us,true,0.05,step,10ms,0.5056524813385149,10ms,5724us,0.001,false,255,true,2ms,0.01,400,8986us,breakwater,10ms,true
0610_0434,motivate-get,dagor,28000,8964.930322239672,3645.2715239274416,3619.443813999994,831.2614530000001,50.081391,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-dagor-parallel-capacity-28000-0610_0434.json,0,false,false,true,100us,18,10ms,0.02,0.001,1000us,10ms,12500us,true,1.936523151438795,step,10ms,0.02,16214us,12500us,0.001,false,400,true,69539us,0.9402725344777285,400,1000us,dagor,10ms,true
0610_0056,motivate-get,breakwater,30000,6712.5363295748075,3096.7374693269976,378.87309180000005,173.910592,42.796867,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-breakwater-parallel-capacity-30000-0610_0056.json,0,false,false,true,100us,20,484us,0.02,0.869458465975631,1000us,10ms,12500us,true,0.05,step,10ms,0.5056524813385149,10ms,5724us,0.001,false,255,true,2ms,0.01,400,8986us,breakwater,10ms,true
0610_2209,motivate-get,breakwater,12000,10595.092834580228,10569.972186541032,30.246452699999924,20.99367929999998,6.580233,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-breakwater-parallel-capacity-12000-0610_2209.json,0,false,false,true,100us,20,17us,0.02,1.8228921930051563,1000us,10ms,12500us,true,0.05,step,10ms,8.377796521051744,10ms,15185us,0.001,false,1183,true,2ms,0.01,400,29720us,breakwater,10ms,true
0610_1628,motivate-set,breakwater,30000,20945.887137814905,8447.819849745087,954.3749511599997,778.4559548999998,185.205756,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-breakwater-parallel-capacity-30000-0610_1628.json,0,false,false,true,100us,20,6630us,0.02,17.931323982144193,1000us,10ms,12500us,true,0.05,step,10ms,3.184128273170362,10ms,15216us,0.001,false,673,true,2ms,0.01,400,14604us,breakwater,10ms,true
0611_0011,motivate-get,breakwater,28000,,,,,,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-breakwater-parallel-capacity-28000-0611_0011.json,0,false,false,true,100us,20,17us,0.02,1.8228921930051563,1000us,10ms,12500us,true,0.05,step,10ms,8.377796521051744,10ms,15185us,0.001,false,1183,true,2ms,0.01,400,29720us,breakwater,10ms,true
0610_0147,motivate-set,dagor,24000,1405.06460678491,1368.7276040232978,154.2306815,105.21616379999998,35.180092,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-dagor-parallel-capacity-24000-0610_0147.json,0,false,false,true,100us,18,10ms,0.02,0.001,1000us,10ms,12500us,true,1.936523151438795,step,10ms,0.02,16214us,12500us,0.001,false,400,true,69539us,0.9402725344777285,400,1000us,dagor,10ms,true
0610_1602,motivate-set,charon,30000,14292.53776727884,14266.786003772324,103.14211588000003,73.6863766,37.822904,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-charon-parallel-capacity-30000-0610_1602.json,288,true,false,true,4228us,20,10ms,0.02,0.001,1000us,34186us,12500us,true,0.05,linear,10ms,0.02,10ms,12500us,0.001,false,400,true,2ms,0.01,400,1000us,charon,103us,true
0610_1458,motivate-set,dagor,30000,1949.6612899228905,1941.6409544651624,104.61483860000008,84.281003,53.389659,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-dagor-parallel-capacity-30000-0610_1458.json,0,false,false,true,100us,20,10ms,0.02,0.001,1000us,10ms,12500us,true,0.0,step,10ms,0.02,1000us,12500us,0.001,false,400,true,128005us,0.0,400,1000us,dagor,10ms,true
0610_0615,motivate-get,breakwater,10000,8675.05594911009,8673.016894485141,21.25978715999996,13.9326594,5.587597,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-breakwater-parallel-capacity-10000-0610_0615.json,0,false,false,true,100us,20,484us,0.02,0.869458465975631,1000us,10ms,12500us,true,0.05,step,10ms,0.5056524813385149,10ms,5724us,0.001,false,255,true,2ms,0.01,400,8986us,breakwater,10ms,true
0610_0619,motivate-get,breakwater,16000,2427.205994226559,2297.5730669171994,118.57912771999986,41.76404749999999,11.069374,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-breakwater-parallel-capacity-16000-0610_0619.json,0,false,false,true,100us,20,484us,0.02,0.869458465975631,1000us,10ms,12500us,true,0.05,step,10ms,0.5056524813385149,10ms,5724us,0.001,false,255,true,2ms,0.01,400,8986us,breakwater,10ms,true
0610_0310,motivate-get,dagor,26000,10225.615107142961,4630.990627529385,2293.77682473,792.2916351499997,45.963741,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-dagor-parallel-capacity-26000-0610_0310.json,0,false,false,true,100us,18,10ms,0.02,0.001,1000us,10ms,12500us,true,1.936523151438795,step,10ms,0.02,16214us,12500us,0.001,false,400,true,69539us,0.9402725344777285,400,1000us,dagor,10ms,true
0610_1413,motivate-set,dagor,30000,20154.616829731305,6404.2765204771285,918.3621300799999,733.1367284,242.838316,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-dagor-parallel-capacity-30000-0610_1413.json,0,false,false,true,100us,6,10ms,0.02,0.001,1000us,10ms,12500us,true,9.085955030930956,step,10ms,0.02,9509us,12500us,0.001,false,400,true,58267us,0.8808424451210385,400,1000us,dagor,10ms,true
0610_2256,motivate-get,charon,20000,8966.623520559147,8594.2639072745,109.78918550999936,36.278472199999946,9.3567305,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-charon-parallel-capacity-20000-0610_2256.json,334,true,false,true,6896us,20,10ms,0.02,0.001,1000us,70011us,12500us,true,0.05,linear,10ms,0.02,10ms,12500us,0.001,false,400,true,2ms,0.01,400,1000us,charon,646us,true
0610_0719,motivate-set,dagor,22000,1280.0573686100317,1242.480118748161,174.1605779299999,101.75185804999988,32.790576,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-dagor-parallel-capacity-22000-0610_0719.json,0,false,false,true,100us,18,10ms,0.02,0.001,1000us,10ms,12500us,true,1.936523151438795,step,10ms,0.02,16214us,12500us,0.001,false,400,true,69539us,0.9402725344777285,400,1000us,dagor,10ms,true
0610_1409,motivate-set,breakwater,30000,23348.1558243889,13605.690703120414,916.1096482999994,681.7777166999995,101.172855,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-breakwater-parallel-capacity-30000-0610_1409.json,0,false,false,true,100us,20,6978us,0.02,30.0,1000us,10ms,12500us,true,0.05,step,10ms,2.074205711598775,10ms,26709us,0.001,false,1,true,2ms,0.01,400,1000us,breakwater,10ms,true
0610_1219,motivate-get,breakwaterd,16000,12267.121048350684,6219.430984144902,151.54398969999997,101.0416121,39.5863955,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-breakwaterd-parallel-capacity-16000-0610_1219.json,0,false,false,true,100us,20,4947us,7.16324267765976,8.52203709658313,16898us,10ms,11335us,true,0.05,step,45230us,9.873027806416664,10ms,23536us,9.892631925098605,false,270,true,2ms,0.01,1415,18100us,breakwaterd,10ms,true
0610_0324,motivate-get,charon,26000,5044.288864232546,2849.9321561458246,1077.89594733,831.93989245,28.5920615,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-charon-parallel-capacity-26000-0610_0324.json,138,true,false,true,193us,20,10ms,0.02,0.001,1000us,14856us,12500us,true,0.05,linear,10ms,0.02,10ms,12500us,0.001,false,400,true,2ms,0.01,400,1000us,charon,5697us,true
0610_1215,motivate-get,breakwaterd,10000,7730.319686966545,7720.319009369614,26.078790330000043,14.952998549999988,6.172074,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-breakwaterd-parallel-capacity-10000-0610_1215.json,0,false,false,true,100us,20,4947us,7.16324267765976,8.52203709658313,16898us,10ms,11335us,true,0.05,step,45230us,9.873027806416664,10ms,23536us,9.892631925098605,false,270,true,2ms,0.01,1415,18100us,breakwaterd,10ms,true
0610_1235,motivate-set,breakwaterd,18000,5815.903818667431,5810.120080550222,92.37112559999996,78.030139,42.063278,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-breakwaterd-parallel-capacity-18000-0610_1235.json,0,false,false,true,100us,20,4947us,7.16324267765976,8.52203709658313,16898us,10ms,11335us,true,0.05,step,45230us,9.873027806416664,10ms,23536us,9.892631925098605,false,270,true,2ms,0.01,1415,18100us,breakwaterd,10ms,true
0610_0518,motivate-set,dagor,28000,7198.109927701182,7198.109927701182,30.93908621,27.7264078,24.384285,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-dagor-parallel-capacity-28000-0610_0518.json,0,false,false,true,100us,18,10ms,0.02,0.001,1000us,10ms,12500us,true,1.936523151438795,step,10ms,0.02,16214us,12500us,0.001,false,400,true,69539us,0.9402725344777285,400,1000us,dagor,10ms,true
0610_0636,motivate-set,dagor,22000,4769.693597402517,4619.783991570005,160.66349006000004,112.112893,32.645332,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-dagor-parallel-capacity-22000-0610_0636.json,0,false,false,true,100us,18,10ms,0.02,0.001,1000us,10ms,12500us,true,1.936523151438795,step,10ms,0.02,16214us,12500us,0.001,false,400,true,69539us,0.9402725344777285,400,1000us,dagor,10ms,true
0610_1824,motivate-get,breakwater,12000,9511.130003333741,9361.771035462481,43.84397379999998,32.18705825,8.598294500000002,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-breakwater-parallel-capacity-12000-0610_1824.json,0,false,false,true,100us,20,17us,0.02,1.8228921930051563,1000us,10ms,12500us,true,0.05,step,10ms,8.377796521051744,10ms,15185us,0.001,false,1183,true,2ms,0.01,400,29720us,breakwater,10ms,true
0610_0228,motivate-get,dagor,24000,7958.4985899657895,2982.0160296986996,1778.2212516799996,788.0699953999996,57.786067,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-dagor-parallel-capacity-24000-0610_0228.json,0,false,false,true,100us,18,10ms,0.02,0.001,1000us,10ms,12500us,true,1.936523151438795,step,10ms,0.02,16214us,12500us,0.001,false,400,true,69539us,0.9402725344777285,400,1000us,dagor,10ms,true
0610_2133,motivate-set,dagor,22000,4944.957795461711,4940.593313735796,90.77221021999998,66.30905560000001,32.096103,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-dagor-parallel-capacity-22000-0610_2133.json,0,false,false,true,100us,18,10ms,0.02,0.001,1000us,10ms,12500us,true,9.682615757193975,step,10ms,0.02,16214us,12500us,0.001,false,400,true,138772us,0.9402725344777285,400,1000us,dagor,10ms,true
0610_1855,motivate-get,breakwaterd,16000,12123.384621984073,5295.251391287562,218.81279392000093,133.74607979999988,45.347221,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-breakwaterd-parallel-capacity-16000-0610_1855.json,0,false,false,true,100us,20,4665us,1.0586457982971709,25.207288874023742,7468us,10ms,58031us,true,0.05,step,55235us,4.801880451158127,10ms,22585us,8.065554750541684,false,949,true,2ms,0.01,3726,12881us,breakwaterd,10ms,true
0610_1704,motivate-set,charon,30000,13935.40720517366,4146.566654852185,924.6275875999994,693.1563221999999,233.85298,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-charon-parallel-capacity-30000-0610_1704.json,164,true,false,true,1191us,20,10ms,0.02,0.001,1000us,10405us,12500us,true,0.05,linear,10ms,0.02,10ms,12500us,0.001,false,400,true,2ms,0.01,400,1000us,charon,447us,true
0610_1720,motivate-set,charon,1000,992.0281233547381,992.0281233547381,26.72659327,26.16755435,24.946954,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-charon-parallel-capacity-1000-0610_1720.json,334,true,false,true,6896us,20,10ms,0.02,0.001,1000us,70011us,12500us,true,0.05,linear,10ms,0.02,10ms,12500us,0.001,false,400,true,2ms,0.01,400,1000us,charon,646us,true
0610_0556,motivate-set,dagor,24000,1106.3736775321693,1073.8302934500812,175.13591567999995,108.09516799999999,31.475115,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-dagor-parallel-capacity-24000-0610_0556.json,0,false,false,true,100us,18,10ms,0.02,0.001,1000us,10ms,12500us,true,1.936523151438795,step,10ms,0.02,16214us,12500us,0.001,false,400,true,69539us,0.9402725344777285,400,1000us,dagor,10ms,true
0610_1132,motivate-get,breakwaterd,10000,8253.697186531474,8230.727429738321,31.433300240000015,20.6299328,6.146236,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-breakwaterd-parallel-capacity-10000-0610_1132.json,0,false,false,true,100us,20,4947us,7.16324267765976,8.52203709658313,16898us,10ms,11335us,true,0.05,step,45230us,9.873027806416664,10ms,23536us,9.892631925098605,false,270,true,2ms,0.01,1415,18100us,breakwaterd,10ms,true
0611_0020,motivate-set,dagor,20000,4665.100806347573,4665.100806347573,73.96871168,58.373234199999935,30.739419,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-dagor-parallel-capacity-20000-0611_0020.json,0,false,false,true,100us,18,10ms,0.02,0.001,1000us,10ms,12500us,true,9.682615757193975,step,10ms,0.02,16214us,12500us,0.001,false,400,true,138772us,0.9402725344777285,400,1000us,dagor,10ms,true
0610_1930,motivate-get,breakwater,28000,1170.0376021441023,436.4363275288167,1200.4213435600002,951.1032196999998,74.20869,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-breakwater-parallel-capacity-28000-0610_1930.json,0,false,false,true,100us,20,17us,0.02,1.8228921930051563,1000us,10ms,12500us,true,0.05,step,10ms,8.377796521051744,10ms,15185us,0.001,false,1183,true,2ms,0.01,400,29720us,breakwater,10ms,true
0610_1601,motivate-set,breakwater,30000,21214.90036335621,5457.82546380522,976.1262316000007,849.9241829999996,306.872603,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-breakwater-parallel-capacity-30000-0610_1601.json,0,false,false,true,100us,20,3967us,0.02,5.587806341330127,1000us,10ms,12500us,true,0.05,step,10ms,3.4556072704304777,10ms,34292us,0.001,false,808,true,2ms,0.01,400,34116us,breakwater,10ms,true
0610_1202,motivate-get,breakwaterd,12000,10701.90585086714,10682.9221542903,30.555165599999974,21.270017,7.41661,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-breakwaterd-parallel-capacity-12000-0610_1202.json,0,false,false,true,100us,20,4947us,7.16324267765976,8.52203709658313,16898us,10ms,11335us,true,0.05,step,45230us,9.873027806416664,10ms,23536us,9.892631925098605,false,270,true,2ms,0.01,1415,18100us,breakwaterd,10ms,true
0610_2335,motivate-get,breakwaterd,16000,12036.810033033997,4571.379466350565,174.5114677,129.07188564999993,48.377607499999996,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-breakwaterd-parallel-capacity-16000-0610_2335.json,0,false,false,true,100us,20,4665us,1.0586457982971709,25.207288874023742,7468us,10ms,58031us,true,0.05,step,55235us,4.801880451158127,10ms,22585us,8.065554750541684,false,949,true,2ms,0.01,3726,12881us,breakwaterd,10ms,true
0610_2005,motivate-set,charon,16000,6009.687831324588,6009.687831324588,52.65947180000001,41.54363699999999,26.220507,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-charon-parallel-capacity-16000-0610_2005.json,334,true,false,true,6896us,20,10ms,0.02,0.001,1000us,70011us,12500us,true,0.05,linear,10ms,0.02,10ms,12500us,0.001,false,400,true,2ms,0.01,400,1000us,charon,646us,true
0610_0431,motivate-get,dagor,24000,7200.092118484403,3325.9529617571966,1800.205441169978,851.5724658499998,45.06423,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-dagor-parallel-capacity-24000-0610_0431.json,0,false,false,true,100us,18,10ms,0.02,0.001,1000us,10ms,12500us,true,1.936523151438795,step,10ms,0.02,16214us,12500us,0.001,false,400,true,69539us,0.9402725344777285,400,1000us,dagor,10ms,true
0610_1420,motivate-set,breakwater,30000,20597.518048653452,8338.343589004658,970.80173168,838.2159352,190.040879,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-breakwater-parallel-capacity-30000-0610_1420.json,0,false,false,true,100us,20,10000us,0.02,30.0,1000us,10ms,12500us,true,0.05,step,10ms,0.0,10ms,50000us,0.001,false,1500,true,2ms,0.01,400,1000us,breakwater,10ms,true
0610_1953,motivate-set,breakwaterd,20000,7861.254432468704,7577.730458479951,171.16535893000008,125.07904700000002,56.36504,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-breakwaterd-parallel-capacity-20000-0610_1953.json,0,false,false,true,100us,20,4665us,1.0586457982971709,25.207288874023742,7468us,10ms,58031us,true,0.05,step,55235us,4.801880451158127,10ms,22585us,8.065554750541684,false,949,true,2ms,0.01,3726,12881us,breakwaterd,10ms,true
0610_1441,motivate-set,charon,30000,16203.759093715249,8568.332269109722,961.3720323999999,809.98036225,117.7164495,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-charon-parallel-capacity-30000-0610_1441.json,135,true,false,true,4027us,20,10ms,0.02,0.001,1000us,64817us,12500us,true,0.05,linear,10ms,0.02,10ms,12500us,0.001,false,400,true,2ms,0.01,400,1000us,charon,13156us,true
0610_1525,motivate-set,charon,30000,6347.605655322145,6346.570511463545,77.14304760000003,58.326174,28.257125,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-charon-parallel-capacity-30000-0610_1525.json,138,true,false,true,193us,20,10ms,0.02,0.001,1000us,48223us,12500us,true,0.05,linear,10ms,0.02,10ms,12500us,0.001,false,400,true,2ms,0.01,400,1000us,charon,5697us,true
0610_0725,motivate-set,charon,10000,3509.5815120310276,3509.5815120310276,36.10177618000001,30.51593135,24.392660999999997,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-charon-parallel-capacity-10000-0610_0725.json,138,true,false,true,193us,20,10ms,0.02,0.001,1000us,14856us,12500us,true,0.05,linear,10ms,0.02,10ms,12500us,0.001,false,400,true,2ms,0.01,400,1000us,charon,5697us,true
0610_0308,motivate-set,dagor,22000,5276.868592337649,5205.402021257099,145.76666407999997,82.1079189,31.540922,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-dagor-parallel-capacity-22000-0610_0308.json,0,false,false,true,100us,18,10ms,0.02,0.001,1000us,10ms,12500us,true,1.936523151438795,step,10ms,0.02,16214us,12500us,0.001,false,400,true,69539us,0.9402725344777285,400,1000us,dagor,10ms,true
