timestamp,interface,control_scheme,capacity,throughput,goodput,latency_99,latency_95,latency_median,filename,LAZY_UPDATE,RATE_LIMITING,BREAKWATER_TRACK_CREDIT,DAGOR_QUEUING_THRESHOLD,BREAKWATER_LOAD_SHEDDING,BREAKWATERD_LOAD_SHEDDING,BREAKWATER_RTT,PRICE_STRATEGY,PRICE_STEP,BREAKWATER_A,BREAKWATERD_CLIENT_EXPIRATION,BREAKWATERD_RTT,BREAKWATERD_INITIAL_CREDIT,CHARON_TRACK_PRICE,LOAD_SHEDDING,INTERCEPT,PRICE_UPDATE_RATE,TOKEN_UPDATE_RATE,BREAKWATER_INITIAL_CREDIT,DAGOR_ADMISSION_LEVEL_UPDATE_INTERVAL,BREAKWATERD_A,BREAKWATER_SLO,BREAKWATERD_B,LATENCY_THRESHOLD,BREAKWATER_CLIENT_EXPIRATION,BREAKWATERD_SLO,DAGOR_BETA,DAGOR_ALPHA,BREAKWATER_B,DAGOR_UMAX
0607_2153,motivate-set,breakwaterd,30000,6979.4968683694315,4684.443195242374,1037.88581963,684.4025279999998,94.1896225,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-breakwaterd-parallel-capacity-30000-0607_2153.json,false,true,false,2ms,true,true,18100us,step,0,8.52203709658313,45230us,16898us,1415,false,true,breakwaterd,10ms,10ms,270,10ms,9.892631925098605,23536us,7.16324267765976,100us,4947us,11335us,0.01,0.05,9.873027806416664,20
0607_2237,motivate-set,dagor,10000,3068.0695218144083,3068.0695218144083,34.81405656,28.12551925,24.0994215,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-dagor-parallel-capacity-10000-0607_2237.json,false,true,false,69539us,true,true,1000us,step,0,0.001,10ms,1000us,400,false,true,dagor,10ms,10ms,400,16214us,0.001,12500us,0.02,100us,10ms,12500us,0.9402725344777285,1.936523151438795,0.02,18
0610_0522,motivate-set,charon,12000,3924.35915780411,3924.35915780411,41.29821425,33.643362249999996,24.752119999999998,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-charon-parallel-capacity-12000-0610_0522.json,true,true,false,2ms,true,true,1000us,linear,138,0.001,10ms,1000us,400,false,true,charon,5697us,14856us,400,10ms,0.001,12500us,0.02,193us,10ms,12500us,0.01,0.05,0.02,20
0607_1601,motivate-set,breakwater,12000,4400.314014547387,4400.314014547387,38.81457457000002,32.223528599999995,24.392471,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-breakwater-parallel-capacity-12000-0607_1601.json,false,true,false,2ms,true,true,8986us,step,0,0.869458465975631,10ms,1000us,400,false,true,breakwater,10ms,10ms,255,10ms,0.001,5724us,0.02,100us,484us,12500us,0.01,0.05,0.5056524813385149,20
0608_0431,motivate-get,dagor,14000,3765.755694310375,3765.5510948322676,16.283462600000007,10.271898499999999,5.187082,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-dagor-parallel-capacity-14000-0608_0431.json,false,true,false,69539us,true,true,1000us,step,0,0.001,10ms,1000us,400,false,true,dagor,10ms,10ms,400,16214us,0.001,12500us,0.02,100us,10ms,12500us,0.9402725344777285,1.936523151438795,0.02,18
0610_0148,motivate-set,dagor,26000,6350.0935992657605,6170.577080915858,211.64246221999895,95.93187089999994,34.872303,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-dagor-parallel-capacity-26000-0610_0148.json,false,true,false,69539us,true,true,1000us,step,0,0.001,10ms,1000us,400,false,true,dagor,10ms,10ms,400,16214us,0.001,12500us,0.02,100us,10ms,12500us,0.9402725344777285,1.936523151438795,0.02,18
0610_0053,S_102000854,breakwaterd,12000,5408.583533870173,3071.7501311659726,699.5323398399998,554.3960963999999,199.285613,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_102000854-control-breakwaterd-parallel-capacity-12000-0610_0053.json,false,true,false,2ms,true,true,2935us,step,0,12.51066014107722,45709us,8964us,2694,false,true,breakwaterd,10ms,10ms,303,10ms,1.862602113776709,5524us,3.4556072704304777,100us,1us,57965us,0.01,0.05,7.203244934421581,20
0608_0159,motivate-get,charon,14000,6886.55513628497,6886.248535726834,18.19564303999994,12.222711799999995,5.496545,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-charon-parallel-capacity-14000-0608_0159.json,true,true,false,2ms,true,true,1000us,linear,138,0.001,10ms,1000us,400,false,true,charon,5697us,14856us,400,10ms,0.001,12500us,0.02,193us,10ms,12500us,0.01,0.05,0.02,20
0607_2140,motivate-set,dagor,14000,3547.246790525742,3547.246790525742,39.2597432,32.97315350000001,24.810007,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-dagor-parallel-capacity-14000-0607_2140.json,false,true,false,69539us,true,true,1000us,step,0,0.001,10ms,1000us,400,false,true,dagor,10ms,10ms,400,16214us,0.001,12500us,0.02,100us,10ms,12500us,0.9402725344777285,1.936523151438795,0.02,18
0608_0233,motivate-get,dagor,24000,10921.36329779541,10424.83068401641,57.54979688,38.87780639999998,10.514908,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-dagor-parallel-capacity-24000-0608_0233.json,false,true,false,69539us,true,true,1000us,step,0,0.001,10ms,1000us,400,false,true,dagor,10ms,10ms,400,16214us,0.001,12500us,0.02,100us,10ms,12500us,0.9402725344777285,1.936523151438795,0.02,18
0608_0102,motivate-set,charon,22000,4736.923297111729,4736.923297111729,43.40927934999999,34.98762725,25.1509625,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-charon-parallel-capacity-22000-0608_0102.json,true,true,false,2ms,true,true,1000us,linear,138,0.001,10ms,1000us,400,false,true,charon,5697us,14856us,400,10ms,0.001,12500us,0.02,193us,10ms,12500us,0.01,0.05,0.02,20
0607_0246,motivate-get,charon,26000,8260.796297093993,8221.301798033113,33.39338779999999,20.693669399999997,6.88428,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-charon-parallel-capacity-26000-0607_0246.json,true,true,false,2ms,true,true,1000us,linear,150,0.001,10ms,1000us,400,false,true,charon,21392us,23465us,400,10ms,0.001,12500us,0.02,367us,10ms,12500us,0.01,0.05,0.02,20
0610_0013,S_161142529,breakwaterd,12000,6378.395724946521,5248.701847903593,499.97573538,430.1420692999999,267.338949,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_161142529-control-breakwaterd-parallel-capacity-12000-0610_0013.json,false,true,false,2ms,true,true,0us,step,0,29.999999999999883,64088us,3261us,1,false,true,breakwaterd,10ms,10ms,1000,10ms,2.920764933559923,18721us,7.5945937166928195,100us,1us,46326us,0.01,0.05,7.5945937166928195,20
0609_2058,S_161142529,breakwater,12000,7765.619630059401,7052.828809396274,574.9328801500001,458.3599185999998,179.1908825,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_161142529-control-breakwater-parallel-capacity-12000-0609_2058.json,false,true,false,2ms,true,true,1846us,step,0,0.8633260157590462,10ms,1000us,400,false,true,breakwater,10ms,10ms,1018,10ms,0.001,1135us,0.02,100us,19us,12500us,0.01,0.05,0.390085716354833,20
0607_1531,motivate-set,breakwater,10000,3995.7079983774784,3995.7079983774784,35.421376910000006,29.400317999999988,24.0471465,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-breakwater-parallel-capacity-10000-0607_1531.json,false,true,false,2ms,true,true,8986us,step,0,0.869458465975631,10ms,1000us,400,false,true,breakwater,10ms,10ms,255,10ms,0.001,5724us,0.02,100us,484us,12500us,0.01,0.05,0.5056524813385149,20
0610_0343,motivate-get,dagor,12000,5511.804410221975,5511.087420872544,20.51287918999998,13.447240599999999,5.613795,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-dagor-parallel-capacity-12000-0610_0343.json,false,true,false,69539us,true,true,1000us,step,0,0.001,10ms,1000us,400,false,true,dagor,10ms,10ms,400,16214us,0.001,12500us,0.02,100us,10ms,12500us,0.9402725344777285,1.936523151438795,0.02,18
0609_2005,S_149998854,charon,10000,2549.4480691411063,2549.4480691411063,488.08266244,396.0241191999997,121.572089,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_149998854-control-charon-parallel-capacity-10000-0609_2005.json,true,true,false,2ms,true,true,1000us,linear,45,0.001,10ms,1000us,400,false,true,charon,11047us,85934us,400,10ms,0.001,12500us,0.02,9438us,10ms,12500us,0.01,0.05,0.02,20
0607_1521,motivate-get,breakwater,16000,9037.663637765323,9006.949402802655,30.31188347999998,18.39514,6.526556,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-breakwater-parallel-capacity-16000-0607_1521.json,false,true,false,2ms,true,true,8986us,step,0,0.869458465975631,10ms,1000us,400,false,true,breakwater,10ms,10ms,255,10ms,0.001,5724us,0.02,100us,484us,12500us,0.01,0.05,0.5056524813385149,20
0607_2358,motivate-set,breakwater,30000,7707.922049101375,6889.378158487598,811.3396679999996,303.09203880000035,49.679637,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-breakwater-parallel-capacity-30000-0607_2358.json,false,true,false,2ms,true,true,8986us,step,0,0.869458465975631,10ms,1000us,400,false,true,breakwater,10ms,10ms,255,10ms,0.001,5724us,0.02,100us,484us,12500us,0.01,0.05,0.5056524813385149,20
0607_1351,motivate-set,breakwater,14000,13797.334686854392,13797.334686854392,45.215045720000006,37.44429879999999,26.174552,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-breakwater-parallel-capacity-14000-0607_1351.json,false,true,false,2ms,true,true,8986us,step,0,0.869458465975631,10ms,1000us,400,false,true,breakwater,10ms,10ms,255,10ms,0.001,5724us,0.02,100us,484us,12500us,0.01,0.05,0.5056524813385149,20
0608_0328,motivate-get,charon,24000,7148.267997476637,7141.627569015761,26.631551300000012,17.7270555,6.379619,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-charon-parallel-capacity-24000-0608_0328.json,true,true,false,2ms,true,true,1000us,linear,138,0.001,10ms,1000us,400,false,true,charon,5697us,14856us,400,10ms,0.001,12500us,0.02,193us,10ms,12500us,0.01,0.05,0.02,20
0607_0245,motivate-get,breakwater,22000,12364.70118027064,12161.192179381562,45.30231908999993,29.42491955,9.4418635,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-breakwater-parallel-capacity-22000-0607_0245.json,false,true,false,2ms,true,true,30000us,step,0,0,10ms,1000us,400,false,true,breakwater,10ms,10ms,1,10ms,0.001,20000us,0.02,100us,1000us,12500us,0.01,0.05,1.5877270910493868,20
0608_0639,motivate-get,dagor,20000,12005.738235807117,11854.53374695822,41.77449914000002,27.72532644999999,8.397331,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-dagor-parallel-capacity-20000-0608_0639.json,false,true,false,69539us,true,true,1000us,step,0,0.001,10ms,1000us,400,false,true,dagor,10ms,10ms,400,16214us,0.001,12500us,0.02,100us,10ms,12500us,0.9402725344777285,1.936523151438795,0.02,18
0610_0334,motivate-set,breakwater,20000,7409.240678248501,7408.733938765398,79.3731953800002,60.31065399999997,31.70499,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-breakwater-parallel-capacity-20000-0610_0334.json,false,true,false,2ms,true,true,8986us,step,0,0.869458465975631,10ms,1000us,400,false,true,breakwater,10ms,10ms,255,10ms,0.001,5724us,0.02,100us,484us,12500us,0.01,0.05,0.5056524813385149,20
0610_0317,S_149998854,dagor,10000,164.94261624745556,126.92648545713007,961.923443,840.147237,288.866693,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_149998854-control-dagor-parallel-capacity-10000-0610_0317.json,false,true,false,53783us,true,true,1000us,step,0,0.001,10ms,1000us,400,false,true,dagor,10ms,10ms,400,2868us,0.001,12500us,0.02,100us,10ms,12500us,2.873668590451506,0.8422152500101043,0.02,15
0609_1808,S_161142529,charon,12000,5557.79664423306,5049.782118673598,531.6833264,457.5555999,81.487239,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_161142529-control-charon-parallel-capacity-12000-0609_1808.json,true,true,false,2ms,true,true,1000us,linear,145,0.001,10ms,1000us,400,false,true,charon,10089us,21077us,400,10ms,0.001,12500us,0.02,24042us,10ms,12500us,0.01,0.05,0.02,20
0607_2254,motivate-set,breakwater,14000,5319.533394651697,5319.533394651697,39.010663479999984,32.4723022,24.705024,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-breakwater-parallel-capacity-14000-0607_2254.json,false,true,false,2ms,true,true,8986us,step,0,0.869458465975631,10ms,1000us,400,false,true,breakwater,10ms,10ms,255,10ms,0.001,5724us,0.02,100us,484us,12500us,0.01,0.05,0.5056524813385149,20
0607_2344,motivate-set,dagor,26000,10176.576017629905,9787.900289920468,233.93017127999983,118.10803769999991,42.430148,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-dagor-parallel-capacity-26000-0607_2344.json,false,true,false,69539us,true,true,1000us,step,0,0.001,10ms,1000us,400,false,true,dagor,10ms,10ms,400,16214us,0.001,12500us,0.02,100us,10ms,12500us,0.9402725344777285,1.936523151438795,0.02,18
0607_1529,motivate-set,charon,14000,4295.731730445844,4295.731730445844,37.61924516,31.5316734,24.374994,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-charon-parallel-capacity-14000-0607_1529.json,true,true,false,2ms,true,true,1000us,linear,138,0.001,10ms,1000us,400,false,true,charon,5697us,14856us,400,10ms,0.001,12500us,0.02,193us,10ms,12500us,0.01,0.05,0.02,20
0607_1812,motivate-set,breakwaterd,30000,8123.468924022079,7326.575258859526,209.49743052000002,150.2031929,66.043713,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-breakwaterd-parallel-capacity-30000-0607_1812.json,false,true,false,2ms,true,true,17211us,step,0,8.404402694420323,86590us,18707us,800,false,true,breakwaterd,10ms,10ms,377,10ms,4.135466728804742,9620us,5.294691277091533,100us,4939us,71813us,0.01,0.05,0.9616420856704411,20
0610_0219,motivate-get,dagor,10000,8894.155564042721,8891.703413169234,22.05738916999998,14.282795100000001,5.7563635,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-dagor-parallel-capacity-10000-0610_0219.json,false,true,false,69539us,true,true,1000us,step,0,0.001,10ms,1000us,400,false,true,dagor,10ms,10ms,400,16214us,0.001,12500us,0.02,100us,10ms,12500us,0.9402725344777285,1.936523151438795,0.02,18
0610_0338,motivate-set,breakwater,26000,,,,,,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-breakwater-parallel-capacity-26000-0610_0338.json,false,true,false,2ms,true,true,8986us,step,0,0.869458465975631,10ms,1000us,400,false,true,breakwater,10ms,10ms,255,10ms,0.001,5724us,0.02,100us,484us,12500us,0.01,0.05,0.5056524813385149,20
0609_1927,S_161142529,charon,12000,6596.368088584741,5697.978852025061,926.2881013599999,793.2499617999998,93.227115,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_161142529-control-charon-parallel-capacity-12000-0609_1927.json,true,true,false,2ms,true,true,1000us,linear,150,0.001,10ms,1000us,400,false,true,charon,18470us,13087us,400,10ms,0.001,12500us,0.02,26274us,10ms,12500us,0.01,0.05,0.02,20
0609_1821,S_102000854,charon,12000,3653.575213534672,3272.166528296344,535.3402154999999,432.76795309999926,45.216312,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_102000854-control-charon-parallel-capacity-12000-0609_1821.json,true,true,false,2ms,true,true,1000us,linear,126,0.001,10ms,1000us,400,false,true,charon,1530us,22754us,400,10ms,0.001,12500us,0.02,6896us,10ms,12500us,0.01,0.05,0.02,20
0609_1843,S_161142529,charon,12000,7045.61922186065,5963.859043070676,822.82593948,703.7043442,107.903752,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_161142529-control-charon-parallel-capacity-12000-0609_1843.json,true,true,false,2ms,true,true,1000us,linear,41,0.001,10ms,1000us,400,false,true,charon,28813us,24335us,400,10ms,0.001,12500us,0.02,18739us,10ms,12500us,0.01,0.05,0.02,20
0607_1216,motivate-set,breakwater,30000,13154.676896653082,11021.783578665963,246.36152221999998,169.9011058,75.623294,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-breakwater-parallel-capacity-30000-0607_1216.json,false,true,false,2ms,true,true,21540us,step,0,5.587806341330127,10ms,1000us,400,false,true,breakwater,10ms,10ms,808,10ms,0.001,34292us,0.02,100us,3967us,12500us,0.01,0.05,1.0366821811291431,20
0607_1359,motivate-get,charon,26000,7176.368332317852,7113.253087593646,38.592866099999966,23.45242225,7.1613935,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-charon-parallel-capacity-26000-0607_1359.json,true,true,false,2ms,true,true,1000us,linear,138,0.001,10ms,1000us,400,false,true,charon,5697us,14856us,400,10ms,0.001,12500us,0.02,193us,10ms,12500us,0.01,0.05,0.02,20
0607_1548,motivate-set,breakwater,14000,5553.5556821160635,5553.5556821160635,37.988658390000005,31.777686249999995,24.415632000000002,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-breakwater-parallel-capacity-14000-0607_1548.json,false,true,false,2ms,true,true,8986us,step,0,0.869458465975631,10ms,1000us,400,false,true,breakwater,10ms,10ms,255,10ms,0.001,5724us,0.02,100us,484us,12500us,0.01,0.05,0.5056524813385149,20
0607_2227,motivate-get,breakwaterd,18000,10181.065177078404,9010.452645657528,84.39802179999998,57.6204205,14.994179,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-breakwaterd-parallel-capacity-18000-0607_2227.json,false,true,false,2ms,true,true,18100us,step,0,8.52203709658313,45230us,16898us,1415,false,true,breakwaterd,10ms,10ms,270,10ms,9.892631925098605,23536us,7.16324267765976,100us,4947us,11335us,0.01,0.05,9.873027806416664,20
0607_0149,motivate-set,charon,30000,18340.200730822176,3680.6572352747976,995.1321669800001,916.8665166,336.51475100000005,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-charon-parallel-capacity-30000-0607_0149.json,true,true,false,2ms,true,true,1000us,linear,37,0.001,10ms,1000us,400,false,true,charon,2532us,11003us,400,10ms,0.001,12500us,0.02,4032us,10ms,12500us,0.01,0.05,0.02,20
0608_0704,motivate-get,breakwater,16000,9420.145824438108,9413.908942339309,23.430553609999997,16.2123836,5.997243,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-breakwater-parallel-capacity-16000-0608_0704.json,false,true,false,2ms,true,true,8986us,step,0,0.869458465975631,10ms,1000us,400,false,true,breakwater,10ms,10ms,255,10ms,0.001,5724us,0.02,100us,484us,12500us,0.01,0.05,0.5056524813385149,20
0607_1313,motivate-set,charon,30000,17159.44011860565,5821.873291226694,920.7911849699999,739.9621146000001,226.0504785,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-charon-parallel-capacity-30000-0607_1313.json,true,true,false,2ms,true,true,1000us,linear,31,0.001,10ms,1000us,400,false,true,charon,17201us,29059us,400,10ms,0.001,12500us,0.02,2197us,10ms,12500us,0.01,0.05,0.02,20
0607_1349,motivate-set,charon,10000,3717.940191791132,3717.940191791132,35.594127319999984,28.964656899999994,24.191265,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-charon-parallel-capacity-10000-0607_1349.json,true,true,false,2ms,true,true,1000us,linear,138,0.001,10ms,1000us,400,false,true,charon,5697us,14856us,400,10ms,0.001,12500us,0.02,193us,10ms,12500us,0.01,0.05,0.02,20
0607_1433,motivate-get,charon,10000,5732.478657098628,5732.478657098628,13.685382000000011,8.802075,5.049317,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-charon-parallel-capacity-10000-0607_1433.json,true,true,false,2ms,true,true,1000us,linear,138,0.001,10ms,1000us,400,false,true,charon,5697us,14856us,400,10ms,0.001,12500us,0.02,193us,10ms,12500us,0.01,0.05,0.02,20
0608_0511,motivate-set,dagor,12000,39.82072951373303,39.82072951373303,35.080580819999994,30.46991315,25.012166999999998,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-dagor-parallel-capacity-12000-0608_0511.json,false,true,false,69539us,true,true,1000us,step,0,0.001,10ms,1000us,400,false,true,dagor,10ms,10ms,400,16214us,0.001,12500us,0.02,100us,10ms,12500us,0.9402725344777285,1.936523151438795,0.02,18
0610_0032,motivate-get,charon,12000,8681.340154272126,8679.911614183975,22.3301975,14.796255399999996,5.914623,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-charon-parallel-capacity-12000-0610_0032.json,true,true,false,2ms,true,true,1000us,linear,138,0.001,10ms,1000us,400,false,true,charon,5697us,14856us,400,10ms,0.001,12500us,0.02,193us,10ms,12500us,0.01,0.05,0.02,20
0608_0732,motivate-set,charon,16000,4402.516931610118,4402.516931610118,36.85918708,31.068753100000002,24.5096215,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-charon-parallel-capacity-16000-0608_0732.json,true,true,false,2ms,true,true,1000us,linear,138,0.001,10ms,1000us,400,false,true,charon,5697us,14856us,400,10ms,0.001,12500us,0.02,193us,10ms,12500us,0.01,0.05,0.02,20
0610_0239,S_102000854,breakwaterd,12000,1237.9052753238532,1237.8049832331683,116.65614498,96.21596459999998,44.187016,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_102000854-control-breakwaterd-parallel-capacity-12000-0610_0239.json,false,true,false,2ms,true,true,20000us,step,0,0.0,100000us,20000us,5000,false,true,breakwaterd,10ms,10ms,1000,10ms,0.0,1000us,0.0,100us,5000us,80000us,0.01,0.05,10.0,20
0607_2209,motivate-set,dagor,12000,4789.677626750352,4789.677626750352,38.39327538999999,31.286188049999996,24.032605,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-dagor-parallel-capacity-12000-0607_2209.json,false,true,false,69539us,true,true,1000us,step,0,0.001,10ms,1000us,400,false,true,dagor,10ms,10ms,400,16214us,0.001,12500us,0.02,100us,10ms,12500us,0.9402725344777285,1.936523151438795,0.02,18
0607_1528,motivate-get,breakwater,28000,8880.999179411107,2796.073152713085,934.0032826700011,672.1709645500002,71.753321,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-breakwater-parallel-capacity-28000-0607_1528.json,false,true,false,2ms,true,true,8986us,step,0,0.869458465975631,10ms,1000us,400,false,true,breakwater,10ms,10ms,255,10ms,0.001,5724us,0.02,100us,484us,12500us,0.01,0.05,0.5056524813385149,20
0607_1345,motivate-set,breakwater,8000,7963.79819228696,7963.79819228696,31.57311252,27.538560800000003,24.097776,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-breakwater-parallel-capacity-8000-0607_1345.json,false,true,false,2ms,true,true,8986us,step,0,0.869458465975631,10ms,1000us,400,false,true,breakwater,10ms,10ms,255,10ms,0.001,5724us,0.02,100us,484us,12500us,0.01,0.05,0.5056524813385149,20
0608_0003,motivate-get,charon,16000,6531.872006136131,6531.158407733613,21.365625319999992,14.255584749999997,5.549757,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-charon-parallel-capacity-16000-0608_0003.json,true,true,false,2ms,true,true,1000us,linear,138,0.001,10ms,1000us,400,false,true,charon,5697us,14856us,400,10ms,0.001,12500us,0.02,193us,10ms,12500us,0.01,0.05,0.02,20
0607_0050,motivate-get,breakwater,30000,8591.04241105442,898.4242809174907,904.61284973,696.3754279499999,83.118661,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-breakwater-parallel-capacity-30000-0607_0050.json,false,true,false,2ms,true,true,17780us,step,0,19.798776690374705,10ms,1000us,400,false,true,breakwater,10ms,10ms,1,10ms,0.001,19887us,0.02,100us,1000us,12500us,0.01,0.05,3.0,20
0608_0658,motivate-get,charon,28000,7408.411040065281,7372.3143500192755,32.40101232000003,21.290906999999983,7.26041,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-charon-parallel-capacity-28000-0608_0658.json,true,true,false,2ms,true,true,1000us,linear,138,0.001,10ms,1000us,400,false,true,charon,5697us,14856us,400,10ms,0.001,12500us,0.02,193us,10ms,12500us,0.01,0.05,0.02,20
0609_2148,S_102000854,breakwater,12000,5439.0988517286,5401.74226181975,207.65311174,161.9730252,94.085125,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_102000854-control-breakwater-parallel-capacity-12000-0609_2148.json,false,true,false,2ms,true,true,30000us,step,0,0.0,10ms,1000us,400,false,true,breakwater,10ms,10ms,1,10ms,0.001,20000us,0.02,100us,1000us,12500us,0.01,0.05,0.0,20
0607_1355,motivate-get,charon,20000,6766.2671048287575,6759.625395322213,24.022306339999854,15.9324295,6.151751,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-charon-parallel-capacity-20000-0607_1355.json,true,true,false,2ms,true,true,1000us,linear,138,0.001,10ms,1000us,400,false,true,charon,5697us,14856us,400,10ms,0.001,12500us,0.02,193us,10ms,12500us,0.01,0.05,0.02,20
0608_0313,motivate-set,dagor,22000,6288.333545049808,6288.333545049808,46.20327925,36.599615,25.357385,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-dagor-parallel-capacity-22000-0608_0313.json,false,true,false,69539us,true,true,1000us,step,0,0.001,10ms,1000us,400,false,true,dagor,10ms,10ms,400,16214us,0.001,12500us,0.02,100us,10ms,12500us,0.9402725344777285,1.936523151438795,0.02,18
0607_1823,motivate-set,breakwaterd,30000,7524.271944796152,6859.843829482291,177.37994312000035,143.73768359999997,63.1425225,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-breakwaterd-parallel-capacity-30000-0607_1823.json,false,true,false,2ms,true,true,14732us,step,0,4.778846794145114,63292us,18036us,4155,false,true,breakwaterd,10ms,10ms,847,10ms,4.327559661277335,21813us,6.91396346361847,100us,2358us,10390us,0.01,0.05,8.651653933149356,20
0610_0348,S_102000854,dagor,12000,740.5272299124927,740.5272299124927,50.03102856000002,45.714242399999996,41.811995,/home/jiali/Sync/Git/protobuf/ghz-results/social-S_102000854-control-dagor-parallel-capacity-12000-0610_0348.json,false,true,false,17813us,true,true,1000us,step,0,0.001,10ms,1000us,400,false,true,dagor,10ms,10ms,400,17997us,0.001,12500us,0.02,100us,10ms,12500us,0.11716434969864709,0.17008842273955582,0.02,18
0608_0352,motivate-set,dagor,18000,5309.693363126963,5309.693363126963,43.227093079999996,34.84337094999998,24.686062999999997,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-set-control-dagor-parallel-capacity-18000-0608_0352.json,false,true,false,69539us,true,true,1000us,step,0,0.001,10ms,1000us,400,false,true,dagor,10ms,10ms,400,16214us,0.001,12500us,0.02,100us,10ms,12500us,0.9402725344777285,1.936523151438795,0.02,18
0610_0639,motivate-get,dagor,24000,2315.320872664649,1382.7749603475559,932.25017284,688.9878733500002,29.073355,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-dagor-parallel-capacity-24000-0610_0639.json,false,true,false,69539us,true,true,1000us,step,0,0.001,10ms,1000us,400,false,true,dagor,10ms,10ms,400,16214us,0.001,12500us,0.02,100us,10ms,12500us,0.9402725344777285,1.936523151438795,0.02,18
0610_0330,motivate-get,breakwater,14000,12119.108017461262,12110.012120027828,26.306344399999976,18.323158,6.680726,/home/jiali/Sync/Git/protobuf/ghz-results/social-motivate-get-control-breakwater-parallel-capacity-14000-0610_0330.json,false,true,false,2ms,true,true,8986us,step,0,0.869458465975631,10ms,1000us,400,false,true,breakwater,10ms,10ms,255,10ms,0.001,5724us,0.02,100us,484us,12500us,0.01,0.05,0.5056524813385149,20
